Meter,ReadingDateTime,ReadingDate,E (Usage kWh),KW,KVA,PF,Quality,QualityText
All,4/1/2020 0:45,4/1/2020 0:00,13.04,52.16,55.806,0.934669371,A,Actual
All,4/1/2020 1:00,4/1/2020 0:00,12.6,50.4,54.077,0.932004709,A,Actual
All,4/1/2020 1:15,4/1/2020 0:00,12.58,50.32,53.443,0.941572542,A,Actual
All,4/1/2020 1:30,4/1/2020 0:00,12.54,50.16,53.456,0.938343043,A,Actual
All,4/1/2020 1:45,4/1/2020 0:00,12.84,51.36,55.594,0.923841367,A,Actual
All,4/1/2020 2:00,4/1/2020 0:00,12.48,49.92,53.203,0.938291719,A,Actual
All,4/1/2020 2:15,4/1/2020 0:00,12.82,51.28,54.898,0.934094769,A,Actual
All,4/1/2020 2:30,4/1/2020 0:00,12.58,50.32,54.09,0.93030135,A,Actual
All,4/1/2020 2:45,4/1/2020 0:00,12.64,50.56,54.026,0.935841373,A,Actual
All,4/1/2020 3:00,4/1/2020 0:00,12.42,49.68,53.034,0.936762321,A,Actual
All,4/1/2020 3:15,4/1/2020 0:00,12.82,51.28,54.898,0.934094769,A,Actual
All,4/1/2020 3:30,4/1/2020 0:00,12.38,49.52,52.94,0.935394324,A,Actual
All,4/1/2020 3:45,4/1/2020 0:00,12.34,49.36,52.762,0.935516635,A,Actual
All,4/1/2020 4:00,4/1/2020 0:00,12.58,50.32,53.887,0.933804021,A,Actual
All,4/1/2020 4:15,4/1/2020 0:00,13.22,52.88,56.621,0.933926963,A,Actual
All,4/1/2020 4:30,4/1/2020 0:00,12.16,48.64,52.234,0.931197629,A,Actual
All,4/1/2020 4:45,4/1/2020 0:00,12.66,50.64,54.243,0.933573413,A,Actual
All,4/1/2020 5:00,4/1/2020 0:00,11.98,47.92,52.729,0.908801262,A,Actual
All,4/1/2020 5:15,4/1/2020 0:00,11.44,45.76,50.332,0.909165144,A,Actual
All,4/1/2020 5:30,4/1/2020 0:00,10.9,43.6,47.935,0.909564656,A,Actual
All,4/1/2020 5:45,4/1/2020 0:00,11.62,46.48,51.389,0.904465624,A,Actual
All,4/1/2020 6:00,4/1/2020 0:00,11.44,45.76,50.332,0.909165144,A,Actual
All,4/1/2020 6:15,4/1/2020 0:00,11.02,44.08,48.438,0.910026873,A,Actual
All,4/1/2020 6:30,4/1/2020 0:00,11.84,47.36,52.322,0.905164868,A,Actual
All,4/1/2020 6:45,4/1/2020 0:00,11.68,46.72,51.141,0.913553263,A,Actual
All,4/1/2020 7:00,4/1/2020 0:00,11.38,45.52,49.849,0.913148577,A,Actual
All,4/1/2020 7:15,4/1/2020 0:00,11.98,47.92,52.965,0.904750298,A,Actual
All,4/1/2020 7:30,4/1/2020 0:00,12.08,48.32,53.126,0.909539587,A,Actual
All,4/1/2020 7:45,4/1/2020 0:00,11.64,46.56,50.705,0.918245032,A,Actual
All,4/1/2020 8:00,4/1/2020 0:00,12.12,48.48,53.371,0.908353877,A,Actual
All,4/1/2020 8:15,4/1/2020 0:00,12.22,48.88,53.57,0.91245168,A,Actual
All,4/1/2020 8:30,4/1/2020 0:00,12.78,51.12,54.922,0.93076913,A,Actual
All,4/1/2020 8:45,4/1/2020 0:00,12.26,49.04,53.651,0.91405736,A,Actual
All,4/1/2020 9:00,4/1/2020 0:00,12.26,49.04,53.426,0.917901188,A,Actual
All,4/1/2020 9:15,4/1/2020 0:00,12.18,48.72,52.757,0.923480224,A,Actual
All,4/1/2020 9:30,4/1/2020 0:00,12.06,48.24,52.597,0.917166761,A,Actual
All,4/1/2020 9:45,4/1/2020 0:00,12.48,49.92,54.173,0.921496339,A,Actual
All,4/1/2020 10:00,4/1/2020 0:00,12.12,48.48,52.722,0.919536916,A,Actual
All,4/1/2020 10:15,4/1/2020 0:00,12.94,51.76,56.754,0.912000578,A,Actual
All,4/1/2020 10:30,4/1/2020 0:00,12.5,50,54.92,0.91041631,A,Actual
All,4/1/2020 10:45,4/1/2020 0:00,12.6,50.4,55.219,0.912732951,A,Actual
All,4/1/2020 11:00,4/1/2020 0:00,11.7,46.8,51.247,0.913231317,A,Actual
All,4/1/2020 11:15,4/1/2020 0:00,12.64,50.56,55.235,0.915357659,A,Actual
All,4/1/2020 11:30,4/1/2020 0:00,11.76,47.04,51.433,0.914579553,A,Actual
All,4/1/2020 11:45,4/1/2020 0:00,12.42,49.68,54.796,0.906630226,A,Actual
All,4/1/2020 12:00,4/1/2020 0:00,11.78,47.12,51.474,0.915406671,A,Actual
All,4/1/2020 12:15,4/1/2020 0:00,11.82,47.28,52.014,0.908991984,A,Actual
All,4/1/2020 12:30,4/1/2020 0:00,11.82,47.28,51.462,0.918742582,A,Actual
All,4/1/2020 12:45,4/1/2020 0:00,12.74,50.96,55.698,0.914933452,A,Actual
All,4/1/2020 13:00,4/1/2020 0:00,11.56,46.24,50.769,0.91079776,A,Actual
All,4/1/2020 13:15,4/1/2020 0:00,12.3,49.2,54.193,0.907873031,A,Actual
All,4/1/2020 13:30,4/1/2020 0:00,12.34,49.36,53.976,0.914482543,A,Actual
All,4/1/2020 13:45,4/1/2020 0:00,11.66,46.64,51.199,0.910954225,A,Actual
All,4/1/2020 14:00,4/1/2020 0:00,12.26,49.04,53.814,0.911280591,A,Actual
All,4/1/2020 14:15,4/1/2020 0:00,11.94,47.76,52.718,0.905950364,A,Actual
All,4/1/2020 14:30,4/1/2020 0:00,12.42,49.68,54.496,0.911619181,A,Actual
All,4/1/2020 14:45,4/1/2020 0:00,12,48,52.218,0.919224313,A,Actual
All,4/1/2020 15:00,4/1/2020 0:00,12.42,49.68,54.629,0.909411253,A,Actual
All,4/1/2020 15:15,4/1/2020 0:00,11.88,47.52,51.841,0.916652521,A,Actual
All,4/1/2020 15:30,4/1/2020 0:00,12.02,48.08,52.229,0.920565075,A,Actual
All,4/1/2020 15:45,4/1/2020 0:00,11.92,47.68,52.246,0.912607846,A,Actual
All,4/1/2020 16:00,4/1/2020 0:00,11.72,46.88,51.126,0.916945617,A,Actual
All,4/1/2020 16:15,4/1/2020 0:00,11.58,46.32,50.581,0.915757614,A,Actual
All,4/1/2020 16:30,4/1/2020 0:00,12.02,48.08,52.323,0.918907555,A,Actual
All,4/1/2020 16:45,4/1/2020 0:00,11.1,44.4,47.97,0.92557347,A,Actual
All,4/1/2020 17:00,4/1/2020 0:00,12.52,50.08,54.54,0.918232059,A,Actual
All,4/1/2020 17:15,4/1/2020 0:00,11.36,45.44,49.519,0.917634248,A,Actual
All,4/1/2020 17:30,4/1/2020 0:00,11.98,47.92,51.773,0.92557164,A,Actual
All,4/1/2020 17:45,4/1/2020 0:00,11.8,47.2,52.008,0.907553731,A,Actual
All,4/1/2020 18:00,4/1/2020 0:00,11.66,46.64,50.499,0.923591607,A,Actual
All,4/1/2020 18:15,4/1/2020 0:00,11.06,44.24,48.551,0.911211089,A,Actual
All,4/1/2020 18:30,4/1/2020 0:00,11.66,46.64,51.299,0.909187846,A,Actual
All,4/1/2020 18:45,4/1/2020 0:00,10.68,42.72,46.482,0.919055954,A,Actual
All,4/1/2020 19:00,4/1/2020 0:00,11.26,45.04,49.056,0.918129698,A,Actual
All,4/1/2020 19:15,4/1/2020 0:00,11.48,45.92,50.15,0.915644094,A,Actual
All,4/1/2020 19:30,4/1/2020 0:00,11.04,44.16,47.627,0.92719698,A,Actual
All,4/1/2020 19:45,4/1/2020 0:00,10.96,43.84,47.67,0.919665036,A,Actual
All,4/1/2020 20:00,4/1/2020 0:00,11.62,46.48,49.56,0.937846106,A,Actual
All,4/1/2020 20:15,4/1/2020 0:00,12.24,48.96,51.973,0.94202016,A,Actual
All,4/1/2020 20:30,4/1/2020 0:00,12.16,48.64,51.754,0.939838546,A,Actual
All,4/1/2020 20:45,4/1/2020 0:00,12.68,50.72,53.793,0.942880444,A,Actual
All,4/1/2020 21:00,4/1/2020 0:00,12.48,49.92,53.148,0.939265003,A,Actual
All,4/1/2020 21:15,4/1/2020 0:00,11.9,47.6,50.451,0.943486918,A,Actual
All,4/1/2020 21:30,4/1/2020 0:00,12.16,48.64,51.754,0.939838546,A,Actual
All,4/1/2020 21:45,4/1/2020 0:00,12.18,48.72,51.939,0.938027243,A,Actual
All,4/1/2020 22:00,4/1/2020 0:00,12.14,48.56,51.358,0.945521895,A,Actual
All,4/1/2020 22:15,4/1/2020 0:00,11.88,47.52,50.323,0.944303576,A,Actual
All,4/1/2020 22:30,4/1/2020 0:00,11.86,47.44,50.04,0.948041946,A,Actual
All,4/1/2020 22:45,4/1/2020 0:00,11.86,47.44,49.939,0.949957048,A,Actual
All,4/1/2020 23:00,4/1/2020 0:00,11.88,47.52,50.193,0.946753296,A,Actual
All,4/1/2020 23:15,4/1/2020 0:00,12.1,48.4,50.901,0.950860735,A,Actual
All,4/1/2020 23:30,4/1/2020 0:00,11.98,47.92,50.445,0.949944355,A,Actual
All,4/1/2020 23:45,4/1/2020 0:00,11.84,47.36,50.067,0.945931884,A,Actual
All,5/1/2020 0:00,5/1/2020 0:00,12.5,50,52.747,0.947922287,A,Actual
All,5/1/2020 0:15,5/1/2020 0:00,12.1,48.4,51.365,0.942269265,A,Actual
All,5/1/2020 0:30,5/1/2020 0:00,12.76,51.04,54.121,0.94307218,A,Actual
All,5/1/2020 0:45,5/1/2020 0:00,12.36,49.44,52.452,0.942567264,A,Actual
All,5/1/2020 1:00,5/1/2020 0:00,12.16,48.64,51.864,0.937841761,A,Actual
All,5/1/2020 1:15,5/1/2020 0:00,12.02,48.08,51.395,0.935495012,A,Actual
All,5/1/2020 1:30,5/1/2020 0:00,12.08,48.32,51.62,0.936074192,A,Actual
All,5/1/2020 1:45,5/1/2020 0:00,12.26,49.04,52.35,0.936767971,A,Actual
All,5/1/2020 2:00,5/1/2020 0:00,12.08,48.32,51.648,0.935563092,A,Actual
All,5/1/2020 2:15,5/1/2020 0:00,11.92,47.68,51.165,0.931887214,A,Actual
All,5/1/2020 2:30,5/1/2020 0:00,12.2,48.8,52.21,0.934681829,A,Actual
All,5/1/2020 2:45,5/1/2020 0:00,12.36,49.44,52.697,0.938187594,A,Actual
All,5/1/2020 3:00,5/1/2020 0:00,12.38,49.52,52.8,0.937876656,A,Actual
All,5/1/2020 3:15,5/1/2020 0:00,12.32,49.28,52.302,0.942225407,A,Actual
All,5/1/2020 3:30,5/1/2020 0:00,12.76,51.04,53.989,0.945373034,A,Actual
All,5/1/2020 3:45,5/1/2020 0:00,12.26,49.04,52.13,0.940730885,A,Actual
All,5/1/2020 4:00,5/1/2020 0:00,12.68,50.72,53.33,0.951056053,A,Actual
All,5/1/2020 4:15,5/1/2020 0:00,12.6,50.4,52.903,0.952687173,A,Actual
All,5/1/2020 4:30,5/1/2020 0:00,12.16,48.64,51.204,0.949925787,A,Actual
All,5/1/2020 4:45,5/1/2020 0:00,12.28,49.12,51.489,0.953981094,A,Actual
All,5/1/2020 5:00,5/1/2020 0:00,12.04,48.16,50.624,0.951335514,A,Actual
All,5/1/2020 5:15,5/1/2020 0:00,11.48,45.92,48.707,0.942777976,A,Actual
All,5/1/2020 5:30,5/1/2020 0:00,11.7,46.8,49.643,0.942722365,A,Actual
All,5/1/2020 5:45,5/1/2020 0:00,11.4,45.6,48.459,0.940992545,A,Actual
All,5/1/2020 6:00,5/1/2020 0:00,11.68,46.72,49.541,0.943050032,A,Actual
All,5/1/2020 6:15,5/1/2020 0:00,11.46,45.84,48.685,0.941555954,A,Actual
All,5/1/2020 6:30,5/1/2020 0:00,11.16,44.64,47.641,0.93701748,A,Actual
All,5/1/2020 6:45,5/1/2020 0:00,11.64,46.56,49.608,0.938563216,A,Actual
All,5/1/2020 7:00,5/1/2020 0:00,11.18,44.72,47.632,0.938858124,A,Actual
All,5/1/2020 7:15,5/1/2020 0:00,11.32,45.28,48.158,0.940229206,A,Actual
All,5/1/2020 7:30,5/1/2020 0:00,12.06,48.24,51.269,0.940927172,A,Actual
All,5/1/2020 7:45,5/1/2020 0:00,11.56,46.24,49.533,0.933512095,A,Actual
All,5/1/2020 8:00,5/1/2020 0:00,11.4,45.6,48.995,0.930711774,A,Actual
All,5/1/2020 8:15,5/1/2020 0:00,11.14,44.56,47.736,0.93347503,A,Actual
All,5/1/2020 8:30,5/1/2020 0:00,11.62,46.48,49.533,0.938370764,A,Actual
All,5/1/2020 8:45,5/1/2020 0:00,11.2,44.8,48.017,0.933001729,A,Actual
All,5/1/2020 9:00,5/1/2020 0:00,11.24,44.96,48.195,0.932874145,A,Actual
All,5/1/2020 9:15,5/1/2020 0:00,11.68,46.72,49.813,0.937903633,A,Actual
All,5/1/2020 9:30,5/1/2020 0:00,10.98,43.92,47.052,0.933433166,A,Actual
All,5/1/2020 9:45,5/1/2020 0:00,11.24,44.96,47.968,0.937285275,A,Actual
All,5/1/2020 10:00,5/1/2020 0:00,11.46,45.84,48.933,0.936798589,A,Actual
All,5/1/2020 10:15,5/1/2020 0:00,11.04,44.16,47.305,0.933519896,A,Actual
All,5/1/2020 10:30,5/1/2020 0:00,11.08,44.32,47.426,0.934514409,A,Actual
All,5/1/2020 10:45,5/1/2020 0:00,11.46,45.84,48.849,0.938398941,A,Actual
All,5/1/2020 11:00,5/1/2020 0:00,11.18,44.72,47.743,0.936672989,A,Actual
All,5/1/2020 11:15,5/1/2020 0:00,11.58,46.32,49.41,0.937455412,A,Actual
All,5/1/2020 11:30,5/1/2020 0:00,11.24,44.96,48.024,0.936192134,A,Actual
All,5/1/2020 11:45,5/1/2020 0:00,11.82,47.28,50.311,0.939747067,A,Actual
All,5/1/2020 12:00,5/1/2020 0:00,11.08,44.32,47.369,0.935633206,A,Actual
All,5/1/2020 12:15,5/1/2020 0:00,11.06,44.24,47.322,0.93486205,A,Actual
All,5/1/2020 12:30,5/1/2020 0:00,11.36,45.44,48.643,0.934148685,A,Actual
All,5/1/2020 12:45,5/1/2020 0:00,11.24,44.96,48.195,0.932874145,A,Actual
All,5/1/2020 13:00,5/1/2020 0:00,11.1,44.4,47.761,0.929627414,A,Actual
All,5/1/2020 13:15,5/1/2020 0:00,11.24,44.96,48.224,0.932315666,A,Actual
All,5/1/2020 13:30,5/1/2020 0:00,11.06,44.24,47.495,0.931466274,A,Actual
All,5/1/2020 13:45,5/1/2020 0:00,11,44,47.242,0.931367724,A,Actual
All,5/1/2020 14:00,5/1/2020 0:00,11.24,44.96,48.138,0.933986515,A,Actual
All,5/1/2020 14:15,5/1/2020 0:00,11.26,45.04,48.043,0.937487446,A,Actual
All,5/1/2020 14:30,5/1/2020 0:00,11.46,45.84,48.877,0.937867122,A,Actual
All,5/1/2020 14:45,5/1/2020 0:00,11.38,45.52,48.577,0.937071491,A,Actual
All,5/1/2020 15:00,5/1/2020 0:00,11.44,45.76,48.914,0.935520057,A,Actual
All,5/1/2020 15:15,5/1/2020 0:00,11.32,45.28,48.494,0.933727803,A,Actual
All,5/1/2020 15:30,5/1/2020 0:00,11.18,44.72,47.914,0.933345522,A,Actual
All,5/1/2020 15:45,5/1/2020 0:00,10.94,43.76,47.019,0.930689376,A,Actual
All,5/1/2020 16:00,5/1/2020 0:00,10.96,43.84,47.211,0.928593412,A,Actual
All,5/1/2020 16:15,5/1/2020 0:00,11.28,45.12,48.519,0.929947653,A,Actual
All,5/1/2020 16:30,5/1/2020 0:00,11.1,44.4,47.615,0.932476911,A,Actual
All,5/1/2020 16:45,5/1/2020 0:00,11.14,44.56,47.881,0.930649876,A,Actual
All,5/1/2020 17:00,5/1/2020 0:00,11.1,44.4,47.702,0.93077195,A,Actual
All,5/1/2020 17:15,5/1/2020 0:00,11.28,45.12,48.519,0.929947653,A,Actual
All,5/1/2020 17:30,5/1/2020 0:00,11.32,45.28,48.727,0.929267133,A,Actual
All,5/1/2020 17:45,5/1/2020 0:00,11.84,47.36,50.525,0.937366278,A,Actual
All,5/1/2020 18:00,5/1/2020 0:00,11.38,45.52,48.95,0.929934768,A,Actual
All,5/1/2020 18:15,5/1/2020 0:00,11.14,44.56,48.088,0.926629686,A,Actual
All,5/1/2020 18:30,5/1/2020 0:00,11.88,47.52,50.815,0.935159518,A,Actual
All,5/1/2020 18:45,5/1/2020 0:00,11.34,45.36,48.569,0.933938664,A,Actual
All,5/1/2020 19:00,5/1/2020 0:00,11.22,44.88,48.208,0.930973153,A,Actual
All,5/1/2020 19:15,5/1/2020 0:00,11.52,46.08,49.413,0.932550568,A,Actual
All,5/1/2020 19:30,5/1/2020 0:00,11.24,44.96,48.4,0.928931953,A,Actual
All,5/1/2020 19:45,5/1/2020 0:00,11.22,44.88,48.178,0.931536431,A,Actual
All,5/1/2020 20:00,5/1/2020 0:00,11.8,47.2,50.182,0.940582113,A,Actual
All,5/1/2020 20:15,5/1/2020 0:00,12.14,48.56,51.358,0.945521895,A,Actual
All,5/1/2020 20:30,5/1/2020 0:00,12.42,49.68,52.469,0.946837766,A,Actual
All,5/1/2020 20:45,5/1/2020 0:00,12.48,49.92,52.697,0.947308076,A,Actual
All,5/1/2020 21:00,5/1/2020 0:00,12.4,49.6,52.524,0.944332368,A,Actual
All,5/1/2020 21:15,5/1/2020 0:00,13.06,52.24,55.359,0.943655426,A,Actual
All,5/1/2020 21:30,5/1/2020 0:00,12.34,49.36,52.54,0.939481838,A,Actual
All,5/1/2020 21:45,5/1/2020 0:00,12.58,50.32,53.524,0.940141989,A,Actual
All,5/1/2020 22:00,5/1/2020 0:00,12.82,51.28,54.374,0.943099018,A,Actual
All,5/1/2020 22:15,5/1/2020 0:00,12.54,50.16,53.158,0.943599962,A,Actual
All,5/1/2020 22:30,5/1/2020 0:00,12.62,50.48,53.566,0.942382143,A,Actual
All,5/1/2020 22:45,5/1/2020 0:00,12.42,49.68,52.679,0.943074411,A,Actual
All,5/1/2020 23:00,5/1/2020 0:00,12.52,50.08,53.03,0.944374672,A,Actual
All,5/1/2020 23:15,5/1/2020 0:00,12.56,50.24,52.824,0.95107852,A,Actual
All,5/1/2020 23:30,5/1/2020 0:00,12.2,48.8,51.585,0.946013821,A,Actual
All,5/1/2020 23:45,5/1/2020 0:00,13.38,53.52,56.34,0.949953496,A,Actual
All,6/1/2020 0:00,6/1/2020 0:00,12.28,49.12,52.397,0.937453779,A,Actual
All,6/1/2020 0:15,6/1/2020 0:00,12.84,51.36,54.584,0.940943519,A,Actual
All,6/1/2020 0:30,6/1/2020 0:00,12.18,48.72,51.911,0.938527237,A,Actual
All,6/1/2020 0:45,6/1/2020 0:00,12.68,50.72,53.954,0.940052908,A,Actual
All,6/1/2020 1:00,6/1/2020 0:00,12.3,49.2,52.584,0.935639596,A,Actual
All,6/1/2020 1:15,6/1/2020 0:00,12.9,51.6,54.946,0.939111368,A,Actual
All,6/1/2020 1:30,6/1/2020 0:00,12.76,51.04,53.809,0.948534566,A,Actual
All,6/1/2020 1:45,6/1/2020 0:00,12.3,49.2,52.146,0.943498985,A,Actual
All,6/1/2020 2:00,6/1/2020 0:00,12.6,50.4,53.464,0.942686,A,Actual
All,6/1/2020 2:15,6/1/2020 0:00,12.54,50.16,53.105,0.944537425,A,Actual
All,6/1/2020 2:30,6/1/2020 0:00,12.64,50.56,53.431,0.946260419,A,Actual
All,6/1/2020 2:45,6/1/2020 0:00,12.26,49.04,52.076,0.941707101,A,Actual
All,6/1/2020 3:00,6/1/2020 0:00,12.58,50.32,53.416,0.94204654,A,Actual
All,6/1/2020 3:15,6/1/2020 0:00,12.42,49.68,52.418,0.947763684,A,Actual
All,6/1/2020 3:30,6/1/2020 0:00,12.6,50.4,53.126,0.948683382,A,Actual
All,6/1/2020 3:45,6/1/2020 0:00,12.12,48.48,51.102,0.948683242,A,Actual
All,6/1/2020 4:00,6/1/2020 0:00,12.4,49.6,52.266,0.948988973,A,Actual
All,6/1/2020 4:15,6/1/2020 0:00,13.12,52.48,54.935,0.955305431,A,Actual
All,6/1/2020 4:30,6/1/2020 0:00,12.46,49.84,52.394,0.951247061,A,Actual
All,6/1/2020 4:45,6/1/2020 0:00,22.22,88.88,90.052,0.986987599,A,Actual
All,6/1/2020 5:00,6/1/2020 0:00,32.26,129.04,132.111,0.976753657,A,Actual
All,6/1/2020 5:15,6/1/2020 0:00,71.72,286.88,313.299,0.915676118,A,Actual
All,6/1/2020 5:30,6/1/2020 0:00,71.82,287.28,313.313,0.916911678,A,Actual
All,6/1/2020 5:45,6/1/2020 0:00,70.86,283.44,308.392,0.91909136,A,Actual
All,6/1/2020 6:00,6/1/2020 0:00,84.26,337.04,362.701,0.929250443,A,Actual
All,6/1/2020 6:15,6/1/2020 0:00,91.68,366.72,403.738,0.908312838,A,Actual
All,6/1/2020 6:30,6/1/2020 0:00,103.24,412.96,448.307,0.921154333,A,Actual
All,6/1/2020 6:45,6/1/2020 0:00,125.58,502.32,537.592,0.934388696,A,Actual
All,6/1/2020 7:00,6/1/2020 0:00,132.18,528.72,566.912,0.932630911,A,Actual
All,6/1/2020 7:15,6/1/2020 0:00,137.06,548.24,590.2,0.928906085,A,Actual
All,6/1/2020 7:30,6/1/2020 0:00,122.88,491.52,534.816,0.919044419,A,Actual
All,6/1/2020 7:45,6/1/2020 0:00,110.88,443.52,480.511,0.923017813,A,Actual
All,6/1/2020 8:00,6/1/2020 0:00,102.1,408.4,444.236,0.919331228,A,Actual
All,6/1/2020 8:15,6/1/2020 0:00,90.42,361.68,395.425,0.914660515,A,Actual
All,6/1/2020 8:30,6/1/2020 0:00,95.38,381.52,420.495,0.907312376,A,Actual
All,6/1/2020 8:45,6/1/2020 0:00,90.9,363.6,400.301,0.908315856,A,Actual
All,6/1/2020 9:00,6/1/2020 0:00,113.84,455.36,501.753,0.907538931,A,Actual
All,6/1/2020 9:15,6/1/2020 0:00,122.26,489.04,536.246,0.911968945,A,Actual
All,6/1/2020 9:30,6/1/2020 0:00,137.84,551.36,601.298,0.916949452,A,Actual
All,6/1/2020 9:45,6/1/2020 0:00,136.32,545.28,595.728,0.915317011,A,Actual
All,6/1/2020 10:00,6/1/2020 0:00,125.76,503.04,552.298,0.910812394,A,Actual
All,6/1/2020 10:15,6/1/2020 0:00,118.02,472.08,515.839,0.915168612,A,Actual
All,6/1/2020 10:30,6/1/2020 0:00,116.68,466.72,506.329,0.921772135,A,Actual
All,6/1/2020 10:45,6/1/2020 0:00,111.08,444.32,474.964,0.935481997,A,Actual
All,6/1/2020 11:00,6/1/2020 0:00,98.62,394.48,418.479,0.942651031,A,Actual
All,6/1/2020 11:15,6/1/2020 0:00,107.76,431.04,457.751,0.941646986,A,Actual
All,6/1/2020 11:30,6/1/2020 0:00,110.72,442.88,479.705,0.923234725,A,Actual
All,6/1/2020 11:45,6/1/2020 0:00,108.32,433.28,472.341,0.917304166,A,Actual
All,6/1/2020 12:00,6/1/2020 0:00,129.94,519.76,564.684,0.920444359,A,Actual
All,6/1/2020 12:15,6/1/2020 0:00,101.88,407.52,447.134,0.911405226,A,Actual
All,6/1/2020 12:30,6/1/2020 0:00,96.94,387.76,414.845,0.934710555,A,Actual
All,6/1/2020 12:45,6/1/2020 0:00,118.68,474.72,515.628,0.920662895,A,Actual
All,6/1/2020 13:00,6/1/2020 0:00,133.5,534,579.699,0.921167122,A,Actual
All,6/1/2020 13:15,6/1/2020 0:00,128.76,515.04,557.852,0.923255018,A,Actual
All,6/1/2020 13:30,6/1/2020 0:00,122.32,489.28,532.474,0.918880598,A,Actual
All,6/1/2020 13:45,6/1/2020 0:00,118.56,474.24,513.086,0.924290126,A,Actual
All,6/1/2020 14:00,6/1/2020 0:00,108.04,432.16,468.24,0.922945439,A,Actual
All,6/1/2020 14:15,6/1/2020 0:00,103.04,412.16,446.578,0.922928464,A,Actual
All,6/1/2020 14:30,6/1/2020 0:00,90.04,360.16,382.015,0.942789119,A,Actual
All,6/1/2020 14:45,6/1/2020 0:00,87.44,349.76,378.948,0.922976946,A,Actual
All,6/1/2020 15:00,6/1/2020 0:00,90.62,362.48,390.51,0.928222164,A,Actual
All,6/1/2020 15:15,6/1/2020 0:00,91.04,364.16,395.011,0.921898214,A,Actual
All,6/1/2020 15:30,6/1/2020 0:00,84.48,337.92,362.467,0.932277767,A,Actual
All,6/1/2020 15:45,6/1/2020 0:00,77,308,323.239,0.952854256,A,Actual
All,6/1/2020 16:00,6/1/2020 0:00,77.92,311.68,330.309,0.943601323,A,Actual
All,6/1/2020 16:15,6/1/2020 0:00,73.3,293.2,321.84,0.911012334,A,Actual
All,6/1/2020 16:30,6/1/2020 0:00,59.28,237.12,260.391,0.910629328,A,Actual
All,6/1/2020 16:45,6/1/2020 0:00,51.14,204.56,219.531,0.93180619,A,Actual
All,6/1/2020 17:00,6/1/2020 0:00,28.78,115.12,118.495,0.971516556,A,Actual
All,6/1/2020 17:15,6/1/2020 0:00,18.74,74.96,77.48,0.967474603,A,Actual
All,6/1/2020 17:30,6/1/2020 0:00,18.18,72.72,75.212,0.966867504,A,Actual
All,6/1/2020 17:45,6/1/2020 0:00,18.02,72.08,74.491,0.967628738,A,Actual
All,6/1/2020 18:00,6/1/2020 0:00,17.52,70.08,72.558,0.965849609,A,Actual
All,6/1/2020 18:15,6/1/2020 0:00,17.5,70,72.46,0.966051435,A,Actual
All,6/1/2020 18:30,6/1/2020 0:00,17.46,69.84,72.285,0.966179832,A,Actual
All,6/1/2020 18:45,6/1/2020 0:00,17.76,71.04,73.486,0.966721063,A,Actual
All,6/1/2020 19:00,6/1/2020 0:00,17.6,70.4,72.888,0.965869678,A,Actual
All,6/1/2020 19:15,6/1/2020 0:00,17.68,70.72,73.259,0.965341088,A,Actual
All,6/1/2020 19:30,6/1/2020 0:00,17.46,69.84,72.285,0.966179832,A,Actual
All,6/1/2020 19:45,6/1/2020 0:00,17.76,71.04,73.486,0.966721063,A,Actual
All,6/1/2020 20:00,6/1/2020 0:00,18.4,73.6,75.846,0.970390179,A,Actual
All,6/1/2020 20:15,6/1/2020 0:00,18.9,75.6,77.695,0.973037717,A,Actual
All,6/1/2020 20:30,6/1/2020 0:00,18.72,74.88,77.088,0.971351109,A,Actual
All,6/1/2020 20:45,6/1/2020 0:00,18.62,74.48,76.738,0.970570271,A,Actual
All,6/1/2020 21:00,6/1/2020 0:00,18.68,74.72,77.128,0.968785327,A,Actual
All,6/1/2020 21:15,6/1/2020 0:00,18.56,74.24,76.603,0.969151632,A,Actual
All,6/1/2020 21:30,6/1/2020 0:00,18.6,74.4,76.661,0.970509681,A,Actual
All,6/1/2020 21:45,6/1/2020 0:00,18.76,75.04,77.282,0.970988987,A,Actual
All,6/1/2020 22:00,6/1/2020 0:00,18.74,74.96,77.282,0.969959591,A,Actual
All,6/1/2020 22:15,6/1/2020 0:00,18.66,74.64,76.971,0.969712969,A,Actual
All,6/1/2020 22:30,6/1/2020 0:00,18.76,75.04,77.244,0.97146792,A,Actual
All,6/1/2020 22:45,6/1/2020 0:00,18.38,73.52,75.654,0.971798672,A,Actual
All,6/1/2020 23:00,6/1/2020 0:00,18.56,74.24,76.298,0.973030769,A,Actual
All,6/1/2020 23:15,6/1/2020 0:00,18.82,75.28,77.292,0.973970862,A,Actual
All,6/1/2020 23:30,6/1/2020 0:00,18.34,73.36,75.442,0.972406507,A,Actual
All,6/1/2020 23:45,6/1/2020 0:00,18.62,74.48,76.643,0.971777611,A,Actual
All,7/1/2020 0:00,7/1/2020 0:00,19.32,77.28,79.277,0.97481464,A,Actual
All,7/1/2020 0:15,7/1/2020 0:00,18.6,74.4,76.798,0.968779391,A,Actual
All,7/1/2020 0:30,7/1/2020 0:00,18.56,74.24,76.564,0.969648842,A,Actual
All,7/1/2020 0:45,7/1/2020 0:00,19.08,76.32,78.777,0.968814014,A,Actual
All,7/1/2020 1:00,7/1/2020 0:00,19,76,78.487,0.968317048,A,Actual
All,7/1/2020 1:15,7/1/2020 0:00,18.58,74.32,76.78,0.967959398,A,Actual
