Meter,ReadingDateTime,ReadingDate,E (Usage kWh),KW,KVA,PF,Quality,QualityText
All,1/3/2020 19:30,1/3/2020 0:00,26.94,107.76,112.595,0.957060269,A,Actual
All,1/3/2020 19:45,1/3/2020 0:00,26.66,106.64,111.547,0.956011289,A,Actual
All,1/3/2020 20:00,1/3/2020 0:00,28.06,112.24,117.946,0.951625479,A,Actual
All,1/3/2020 20:15,1/3/2020 0:00,26.66,106.64,111.665,0.95500121,A,Actual
All,1/3/2020 20:30,1/3/2020 0:00,27.3,109.2,114.229,0.955975658,A,Actual
All,1/3/2020 20:45,1/3/2020 0:00,27.52,110.08,115.867,0.950055132,A,Actual
All,1/3/2020 21:00,1/3/2020 0:00,27,108,112.964,0.956054173,A,Actual
All,1/3/2020 21:15,1/3/2020 0:00,27.74,110.96,116.853,0.949569523,A,Actual
All,1/3/2020 21:30,1/3/2020 0:00,27.2,108.8,113.989,0.95447999,A,Actual
All,1/3/2020 21:45,1/3/2020 0:00,27.08,108.32,114.504,0.945994888,A,Actual
All,1/3/2020 22:00,1/3/2020 0:00,27.2,108.8,113.917,0.95507781,A,Actual
All,1/3/2020 22:15,1/3/2020 0:00,27.54,110.16,115.993,0.949712728,A,Actual
All,1/3/2020 22:30,1/3/2020 0:00,26.8,107.2,112.153,0.955840695,A,Actual
All,1/3/2020 22:45,1/3/2020 0:00,27.46,109.84,115.465,0.95128328,A,Actual
All,1/3/2020 23:00,1/3/2020 0:00,27.1,108.4,113.347,0.956357035,A,Actual
All,1/3/2020 23:15,1/3/2020 0:00,27.14,108.56,113.547,0.956083145,A,Actual
All,1/3/2020 23:30,1/3/2020 0:00,27.22,108.88,115.294,0.944365689,A,Actual
All,1/3/2020 23:45,1/3/2020 0:00,27.84,111.36,117.059,0.951314905,A,Actual
All,2/3/2020 0:00,2/3/2020 0:00,27.16,108.64,113.908,0.953752318,A,Actual
All,2/3/2020 0:15,2/3/2020 0:00,26.94,107.76,112.388,0.958819691,A,Actual
All,2/3/2020 0:30,2/3/2020 0:00,27.5,110,115.519,0.952222908,A,Actual
All,2/3/2020 0:45,2/3/2020 0:00,26.7,106.8,111.468,0.958122081,A,Actual
All,2/3/2020 1:00,2/3/2020 0:00,27.3,109.2,114.684,0.9521809,A,Actual
All,2/3/2020 1:15,2/3/2020 0:00,26.78,107.12,111.729,0.958747542,A,Actual
All,2/3/2020 1:30,2/3/2020 0:00,27.5,110,115.47,0.952625088,A,Actual
All,2/3/2020 1:45,2/3/2020 0:00,27,108,112.988,0.955855496,A,Actual
All,2/3/2020 2:00,2/3/2020 0:00,27.5,110,115.916,0.948959031,A,Actual
All,2/3/2020 2:15,2/3/2020 0:00,27.2,108.8,114.206,0.95266782,A,Actual
All,2/3/2020 2:30,2/3/2020 0:00,27.66,110.64,117.088,0.944929179,A,Actual
All,2/3/2020 2:45,2/3/2020 0:00,27.04,108.16,113.211,0.955380903,A,Actual
All,2/3/2020 3:00,2/3/2020 0:00,27.54,110.16,115.943,0.950122289,A,Actual
All,2/3/2020 3:15,2/3/2020 0:00,28.14,112.56,117.4,0.958777508,A,Actual
All,2/3/2020 3:30,2/3/2020 0:00,27.46,109.84,115.539,0.950672113,A,Actual
All,2/3/2020 3:45,2/3/2020 0:00,26.98,107.92,112.748,0.957179436,A,Actual
All,2/3/2020 4:00,2/3/2020 0:00,27.62,110.48,116.372,0.94936853,A,Actual
All,2/3/2020 4:15,2/3/2020 0:00,27.96,111.84,116.506,0.959953856,A,Actual
All,2/3/2020 4:30,2/3/2020 0:00,68.06,272.24,301.308,0.903526898,A,Actual
All,2/3/2020 4:45,2/3/2020 0:00,59.26,237.04,243.292,0.974302444,A,Actual
All,2/3/2020 5:00,2/3/2020 0:00,64.52,258.08,266.868,0.967070659,A,Actual
All,2/3/2020 5:15,2/3/2020 0:00,71.06,284.24,295.046,0.963374027,A,Actual
All,2/3/2020 5:30,2/3/2020 0:00,72.64,290.56,302.237,0.961363962,A,Actual
All,2/3/2020 5:45,2/3/2020 0:00,78.42,313.68,325.045,0.965035937,A,Actual
All,2/3/2020 6:00,2/3/2020 0:00,89.32,357.28,382.375,0.934371687,A,Actual
All,2/3/2020 6:15,2/3/2020 0:00,116.72,466.88,507.82,0.919381173,A,Actual
All,2/3/2020 6:30,2/3/2020 0:00,144.92,579.68,625.068,0.927387056,A,Actual
All,2/3/2020 6:45,2/3/2020 0:00,138.76,555.04,600.685,0.924011969,A,Actual
All,2/3/2020 7:00,2/3/2020 0:00,140.5,562,609.016,0.922800755,A,Actual
All,2/3/2020 7:15,2/3/2020 0:00,141.34,565.36,613.6,0.921382398,A,Actual
All,2/3/2020 7:30,2/3/2020 0:00,154.94,619.76,669.426,0.925807527,A,Actual
All,2/3/2020 7:45,2/3/2020 0:00,149.34,597.36,638.881,0.935010406,A,Actual
All,2/3/2020 8:00,2/3/2020 0:00,118.02,472.08,509.3,0.926919501,A,Actual
All,2/3/2020 8:15,2/3/2020 0:00,113.72,454.88,487.339,0.933396359,A,Actual
All,2/3/2020 8:30,2/3/2020 0:00,114.18,456.72,489.66,0.932729461,A,Actual
All,2/3/2020 8:45,2/3/2020 0:00,112.32,449.28,486.874,0.922784969,A,Actual
All,2/3/2020 9:00,2/3/2020 0:00,122.08,488.32,533.025,0.916129775,A,Actual
All,2/3/2020 9:15,2/3/2020 0:00,159.86,639.44,691.094,0.925257193,A,Actual
All,2/3/2020 9:30,2/3/2020 0:00,174.38,697.52,760.824,0.916795679,A,Actual
All,2/3/2020 9:45,2/3/2020 0:00,156.3,625.2,682.96,0.91542726,A,Actual
All,2/3/2020 10:00,2/3/2020 0:00,151.18,604.72,662.128,0.913297634,A,Actual
All,2/3/2020 10:15,2/3/2020 0:00,135.72,542.88,596.578,0.909989519,A,Actual
All,2/3/2020 10:30,2/3/2020 0:00,131.24,524.96,576.094,0.911239484,A,Actual
All,2/3/2020 10:45,2/3/2020 0:00,135.02,540.08,587.833,0.918764484,A,Actual
All,2/3/2020 11:00,2/3/2020 0:00,136.46,545.84,592.661,0.920998915,A,Actual
All,2/3/2020 11:15,2/3/2020 0:00,128.12,512.48,553.444,0.925983829,A,Actual
All,2/3/2020 11:30,2/3/2020 0:00,133.82,535.28,578.909,0.924635169,A,Actual
All,2/3/2020 11:45,2/3/2020 0:00,125.36,501.44,542.227,0.924778907,A,Actual
All,2/3/2020 12:00,2/3/2020 0:00,121.7,486.8,532.44,0.914281833,A,Actual
All,2/3/2020 12:15,2/3/2020 0:00,122.14,488.56,539.143,0.906179351,A,Actual
All,2/3/2020 12:30,2/3/2020 0:00,121.02,484.08,533.562,0.907260383,A,Actual
All,2/3/2020 12:45,2/3/2020 0:00,127.9,511.6,557.182,0.918191753,A,Actual
All,2/3/2020 13:00,2/3/2020 0:00,141.46,565.84,609.215,0.928802368,A,Actual
All,2/3/2020 13:15,2/3/2020 0:00,131.12,524.48,563.602,0.930585768,A,Actual
All,2/3/2020 13:30,2/3/2020 0:00,138.1,552.4,596.209,0.926520671,A,Actual
All,2/3/2020 13:45,2/3/2020 0:00,146.06,584.24,630.285,0.926945761,A,Actual
All,2/3/2020 14:00,2/3/2020 0:00,148.66,594.64,643.394,0.924224229,A,Actual
All,2/3/2020 14:15,2/3/2020 0:00,134.52,538.08,584.236,0.92099749,A,Actual
All,2/3/2020 14:30,2/3/2020 0:00,119.08,476.32,510.193,0.933608045,A,Actual
All,2/3/2020 14:45,2/3/2020 0:00,86.22,344.88,364.045,0.947356528,A,Actual
All,2/3/2020 15:00,2/3/2020 0:00,73.66,294.64,302.385,0.974386731,A,Actual
All,2/3/2020 15:15,2/3/2020 0:00,87.54,350.16,368.151,0.951131439,A,Actual
All,2/3/2020 15:30,2/3/2020 0:00,77.84,311.36,317.95,0.979272454,A,Actual
All,2/3/2020 15:45,2/3/2020 0:00,71.2,284.8,290.176,0.981471622,A,Actual
All,2/3/2020 16:00,2/3/2020 0:00,68.38,273.52,278.36,0.982614209,A,Actual
All,2/3/2020 16:15,2/3/2020 0:00,70.38,281.52,297.155,0.947383118,A,Actual
All,2/3/2020 16:30,2/3/2020 0:00,60.96,243.84,253.382,0.962341711,A,Actual
All,2/3/2020 16:45,2/3/2020 0:00,53.26,213.04,225.87,0.943199377,A,Actual
All,2/3/2020 17:00,2/3/2020 0:00,36.52,146.08,155.825,0.937463581,A,Actual
All,2/3/2020 17:15,2/3/2020 0:00,30.8,123.2,135.831,0.907008978,A,Actual
All,2/3/2020 17:30,2/3/2020 0:00,27.82,111.28,122.494,0.9084557,A,Actual
All,2/3/2020 17:45,2/3/2020 0:00,28.24,112.96,125.238,0.901961151,A,Actual
All,2/3/2020 18:00,2/3/2020 0:00,27.8,111.2,122.287,0.909333036,A,Actual
All,2/3/2020 18:15,2/3/2020 0:00,28,112,124.2,0.901774168,A,Actual
All,2/3/2020 18:30,2/3/2020 0:00,26.76,107.04,118.863,0.900533455,A,Actual
All,2/3/2020 18:45,2/3/2020 0:00,27.72,110.88,123.017,0.901340305,A,Actual
All,2/3/2020 19:00,2/3/2020 0:00,26.9,107.6,118.717,0.906355226,A,Actual
All,2/3/2020 19:15,2/3/2020 0:00,27.7,110.8,122.361,0.905513877,A,Actual
All,2/3/2020 19:30,2/3/2020 0:00,28.66,114.64,125.456,0.913785269,A,Actual
All,2/3/2020 19:45,2/3/2020 0:00,28.72,114.88,126.837,0.905731472,A,Actual
All,2/3/2020 20:00,2/3/2020 0:00,27.98,111.92,123.142,0.908869952,A,Actual
All,2/3/2020 20:15,2/3/2020 0:00,28.9,115.6,127.523,0.906503425,A,Actual
All,2/3/2020 20:30,2/3/2020 0:00,28.24,112.96,124.055,0.910565111,A,Actual
All,2/3/2020 20:45,2/3/2020 0:00,28.46,113.84,125.93,0.903996364,A,Actual
All,2/3/2020 21:00,2/3/2020 0:00,27.9,111.6,122.453,0.911370598,A,Actual
All,2/3/2020 21:15,2/3/2020 0:00,29.16,116.64,128.133,0.91030229,A,Actual
All,2/3/2020 21:30,2/3/2020 0:00,27.82,111.28,121.899,0.91288907,A,Actual
All,2/3/2020 21:45,2/3/2020 0:00,28.78,115.12,126.418,0.910626358,A,Actual
All,2/3/2020 22:00,2/3/2020 0:00,28.34,113.36,123.833,0.915429304,A,Actual
All,2/3/2020 22:15,2/3/2020 0:00,28.68,114.72,126.088,0.909844282,A,Actual
All,2/3/2020 22:30,2/3/2020 0:00,28.1,112.4,122.857,0.914882402,A,Actual
All,2/3/2020 22:45,2/3/2020 0:00,28.54,114.16,125.412,0.910279065,A,Actual
All,2/3/2020 23:00,2/3/2020 0:00,27.86,111.44,121.98,0.913595088,A,Actual
All,2/3/2020 23:15,2/3/2020 0:00,28.44,113.76,125.081,0.909488323,A,Actual
All,2/3/2020 23:30,2/3/2020 0:00,28.2,112.8,123.482,0.913490653,A,Actual
All,2/3/2020 23:45,2/3/2020 0:00,28.7,114.8,126.629,0.906586238,A,Actual
All,3/3/2020 0:00,3/3/2020 0:00,28.18,112.72,123.836,0.910233693,A,Actual
All,3/3/2020 0:15,3/3/2020 0:00,28.86,115.44,127.993,0.901922562,A,Actual
All,3/3/2020 0:30,3/3/2020 0:00,28.18,112.72,123.869,0.909990096,A,Actual
All,3/3/2020 0:45,3/3/2020 0:00,28.56,114.24,125.952,0.907008955,A,Actual
All,3/3/2020 1:00,3/3/2020 0:00,28.4,113.6,124.343,0.913599173,A,Actual
All,3/3/2020 1:15,3/3/2020 0:00,28.62,114.48,126.238,0.906861922,A,Actual
All,3/3/2020 1:30,3/3/2020 0:00,28.14,112.56,123.525,0.911229519,A,Actual
All,3/3/2020 1:45,3/3/2020 0:00,28.46,113.84,125.522,0.906930698,A,Actual
All,3/3/2020 2:00,3/3/2020 0:00,28.84,115.36,126.244,0.913785423,A,Actual
All,3/3/2020 2:15,3/3/2020 0:00,28.46,113.84,125.421,0.907660458,A,Actual
All,3/3/2020 2:30,3/3/2020 0:00,28.08,112.32,123.142,0.912115866,A,Actual
All,3/3/2020 2:45,3/3/2020 0:00,28.48,113.92,125.629,0.90680039,A,Actual
All,3/3/2020 3:00,3/3/2020 0:00,28.26,113.04,124.062,0.911159822,A,Actual
All,3/3/2020 3:15,3/3/2020 0:00,28.52,114.08,125.977,0.905565649,A,Actual
All,3/3/2020 3:30,3/3/2020 0:00,28.4,113.6,124.507,0.912401797,A,Actual
All,3/3/2020 3:45,3/3/2020 0:00,28.58,114.32,125.69,0.909536376,A,Actual
All,3/3/2020 4:00,3/3/2020 0:00,28.3,113.2,124.076,0.912343238,A,Actual
All,3/3/2020 4:15,3/3/2020 0:00,32.08,128.32,139.784,0.91798657,A,Actual
All,3/3/2020 4:30,3/3/2020 0:00,43.4,173.6,180.05,0.964176992,A,Actual
All,3/3/2020 4:45,3/3/2020 0:00,53.38,213.52,217.942,0.979710018,A,Actual
All,3/3/2020 5:00,3/3/2020 0:00,52.34,209.36,210.978,0.992330295,A,Actual
All,3/3/2020 5:15,3/3/2020 0:00,62.4,249.6,252.404,0.988889807,A,Actual
All,3/3/2020 5:30,3/3/2020 0:00,73.38,293.52,307.079,0.955846577,A,Actual
All,3/3/2020 5:45,3/3/2020 0:00,74.32,297.28,307.261,0.967514893,A,Actual
All,3/3/2020 6:00,3/3/2020 0:00,79.86,319.44,339.172,0.941821917,A,Actual
All,3/3/2020 6:15,3/3/2020 0:00,102.9,411.6,458.39,0.897924779,A,Actual
All,3/3/2020 6:30,3/3/2020 0:00,133.5,534,582.252,0.917129028,A,Actual
All,3/3/2020 6:45,3/3/2020 0:00,137.58,550.32,599.136,0.918522305,A,Actual
All,3/3/2020 7:00,3/3/2020 0:00,135.72,542.88,589.686,0.920626115,A,Actual
All,3/3/2020 7:15,3/3/2020 0:00,141.78,567.12,616.563,0.919808144,A,Actual
All,3/3/2020 7:30,3/3/2020 0:00,141.1,564.4,612.902,0.920864534,A,Actual
All,3/3/2020 7:45,3/3/2020 0:00,131.48,525.92,567.311,0.927040198,A,Actual
All,3/3/2020 8:00,3/3/2020 0:00,140.62,562.48,608.386,0.9245446,A,Actual
All,3/3/2020 8:15,3/3/2020 0:00,135.28,541.12,586.758,0.922219482,A,Actual
All,3/3/2020 8:30,3/3/2020 0:00,139.18,556.72,605.743,0.919069866,A,Actual
All,3/3/2020 8:45,3/3/2020 0:00,136.4,545.6,598.199,0.912071585,A,Actual
All,3/3/2020 9:00,3/3/2020 0:00,133.46,533.84,582.488,0.916481707,A,Actual
All,3/3/2020 9:15,3/3/2020 0:00,149.64,598.56,647.414,0.924539842,A,Actual
All,3/3/2020 9:30,3/3/2020 0:00,136.12,544.48,588.12,0.925798102,A,Actual
All,3/3/2020 9:45,3/3/2020 0:00,141.92,567.68,611.339,0.92858495,A,Actual
All,3/3/2020 10:00,3/3/2020 0:00,140.98,563.92,608.238,0.927137288,A,Actual
All,3/3/2020 10:15,3/3/2020 0:00,154.1,616.4,673.487,0.915236196,A,Actual
All,3/3/2020 10:30,3/3/2020 0:00,142.68,570.72,621.069,0.918931698,A,Actual
All,3/3/2020 10:45,3/3/2020 0:00,138.42,553.68,608.098,0.910510596,A,Actual
All,3/3/2020 11:00,3/3/2020 0:00,135.06,540.24,587.854,0.919004183,A,Actual
All,3/3/2020 11:15,3/3/2020 0:00,126.22,504.88,546.292,0.924195131,A,Actual
All,3/3/2020 11:30,3/3/2020 0:00,126.64,506.56,548.456,0.923611145,A,Actual
All,3/3/2020 11:45,3/3/2020 0:00,126.86,507.44,552.222,0.91890507,A,Actual
All,3/3/2020 12:00,3/3/2020 0:00,126.78,507.12,556.576,0.911142626,A,Actual
All,3/3/2020 12:15,3/3/2020 0:00,111.12,444.48,493.801,0.900120322,A,Actual
All,3/3/2020 12:30,3/3/2020 0:00,131.98,527.92,580.245,0.9098227,A,Actual
All,3/3/2020 12:45,3/3/2020 0:00,141.62,566.48,616.89,0.918284259,A,Actual
All,3/3/2020 13:00,3/3/2020 0:00,145.22,580.88,628.111,0.924804663,A,Actual
All,3/3/2020 13:15,3/3/2020 0:00,144.14,576.56,621.218,0.928112103,A,Actual
All,3/3/2020 13:30,3/3/2020 0:00,142.06,568.24,608.938,0.933166039,A,Actual
All,3/3/2020 13:45,3/3/2020 0:00,133.26,533.04,570.515,0.934314356,A,Actual
All,3/3/2020 14:00,3/3/2020 0:00,121.14,484.56,519.406,0.932912239,A,Actual
All,3/3/2020 14:15,3/3/2020 0:00,112.52,450.08,484.858,0.928271725,A,Actual
All,3/3/2020 14:30,3/3/2020 0:00,120.52,482.08,513.313,0.939154742,A,Actual
All,3/3/2020 14:45,3/3/2020 0:00,118.88,475.52,507.547,0.936897975,A,Actual
All,3/3/2020 15:00,3/3/2020 0:00,99.98,399.92,424.195,0.942774271,A,Actual
All,3/3/2020 15:15,3/3/2020 0:00,88.66,354.64,370.465,0.957283724,A,Actual
All,3/3/2020 15:30,3/3/2020 0:00,84.6,338.4,349.715,0.967643976,A,Actual
All,3/3/2020 15:45,3/3/2020 0:00,81.46,325.84,338.688,0.962065779,A,Actual
All,3/3/2020 16:00,3/3/2020 0:00,66.02,264.08,275.655,0.958009801,A,Actual
All,3/3/2020 16:15,3/3/2020 0:00,62.38,249.52,267.726,0.931999067,A,Actual
All,3/3/2020 16:30,3/3/2020 0:00,64.92,259.68,278.24,0.933293722,A,Actual
All,3/3/2020 16:45,3/3/2020 0:00,52.74,210.96,225.648,0.934908295,A,Actual
All,3/3/2020 17:00,3/3/2020 0:00,36.92,147.68,158.661,0.930788254,A,Actual
All,3/3/2020 17:15,3/3/2020 0:00,35.12,140.48,152.631,0.920387527,A,Actual
All,3/3/2020 17:30,3/3/2020 0:00,31.1,124.4,136.721,0.909884897,A,Actual
All,3/3/2020 17:45,3/3/2020 0:00,27.66,110.64,123.08,0.898930813,A,Actual
All,3/3/2020 18:00,3/3/2020 0:00,27.94,111.76,124.367,0.8986324,A,Actual
All,3/3/2020 18:15,3/3/2020 0:00,26.42,105.68,118.387,0.892663318,A,Actual
All,3/3/2020 18:30,3/3/2020 0:00,27.38,109.52,122.215,0.896122601,A,Actual
All,3/3/2020 18:45,3/3/2020 0:00,26.94,107.76,120.106,0.897207243,A,Actual
All,3/3/2020 19:00,3/3/2020 0:00,27,108,120.321,0.897595864,A,Actual
All,3/3/2020 19:15,3/3/2020 0:00,27.74,110.96,122.439,0.906249931,A,Actual
All,3/3/2020 19:30,3/3/2020 0:00,27.68,110.72,121.851,0.908649909,A,Actual
All,3/3/2020 19:45,3/3/2020 0:00,27.74,110.96,121.969,0.909736451,A,Actual
All,3/3/2020 20:00,3/3/2020 0:00,28.38,113.52,124.73,0.910124704,A,Actual
All,3/3/2020 20:15,3/3/2020 0:00,27.98,111.92,123.109,0.90911609,A,Actual
All,3/3/2020 20:30,3/3/2020 0:00,28.74,114.96,126.174,0.911124902,A,Actual
All,3/3/2020 20:45,3/3/2020 0:00,28.28,113.12,124.634,0.907620927,A,Actual
All,3/3/2020 21:00,3/3/2020 0:00,27.94,111.76,123.4,0.905669013,A,Actual
All,3/3/2020 21:15,3/3/2020 0:00,27.8,111.2,122.826,0.905349385,A,Actual
All,3/3/2020 21:30,3/3/2020 0:00,28.3,113.2,124.773,0.907244944,A,Actual
All,3/3/2020 21:45,3/3/2020 0:00,28.34,113.36,125.189,0.905512676,A,Actual
All,3/3/2020 22:00,3/3/2020 0:00,28.08,112.32,124.043,0.905489895,A,Actual
All,3/3/2020 22:15,3/3/2020 0:00,28.06,112.24,124.313,0.902884274,A,Actual
All,3/3/2020 22:30,3/3/2020 0:00,28.48,113.92,125.528,0.907529861,A,Actual
All,3/3/2020 22:45,3/3/2020 0:00,28.48,113.92,125.764,0.905825263,A,Actual
All,3/3/2020 23:00,3/3/2020 0:00,28.36,113.44,125.295,0.905382212,A,Actual
All,3/3/2020 23:15,3/3/2020 0:00,28.26,113.04,124.628,0.907017688,A,Actual
All,3/3/2020 23:30,3/3/2020 0:00,27.94,111.76,123.434,0.905419987,A,Actual
All,3/3/2020 23:45,3/3/2020 0:00,28.26,113.04,124.967,0.904557356,A,Actual
All,4/3/2020 0:00,4/3/2020 0:00,28.28,113.12,125.245,0.90319083,A,Actual
All,4/3/2020 0:15,4/3/2020 0:00,28.42,113.68,125.991,0.902284594,A,Actual
All,4/3/2020 0:30,4/3/2020 0:00,28.3,113.2,124.841,0.906755279,A,Actual
All,4/3/2020 0:45,4/3/2020 0:00,28.22,112.88,124.584,0.906051861,A,Actual
All,4/3/2020 1:00,4/3/2020 0:00,27.92,111.68,123.328,0.905552379,A,Actual
All,4/3/2020 1:15,4/3/2020 0:00,28.06,112.24,124.21,0.903632912,A,Actual
All,4/3/2020 1:30,4/3/2020 0:00,28.22,112.88,124.584,0.906051861,A,Actual
All,4/3/2020 1:45,4/3/2020 0:00,28.38,113.52,125.334,0.905742392,A,Actual
All,4/3/2020 2:00,4/3/2020 0:00,28.3,113.2,124.976,0.905773909,A,Actual
All,4/3/2020 2:15,4/3/2020 0:00,28.64,114.56,126.479,0.905762582,A,Actual
All,4/3/2020 2:30,4/3/2020 0:00,28.54,114.16,125.88,0.906896248,A,Actual
All,4/3/2020 2:45,4/3/2020 0:00,28.66,114.64,126.315,0.907569752,A,Actual
All,4/3/2020 3:00,4/3/2020 0:00,28,112,124.027,0.903027359,A,Actual
All,4/3/2020 3:15,4/3/2020 0:00,28.16,112.64,124.708,0.903227772,A,Actual
All,4/3/2020 3:30,4/3/2020 0:00,28.28,113.12,124.937,0.905412779,A,Actual
All,4/3/2020 3:45,4/3/2020 0:00,28.48,113.92,125.561,0.907286863,A,Actual
All,4/3/2020 4:00,4/3/2020 0:00,28.56,114.24,126.02,0.906523422,A,Actual
All,4/3/2020 4:15,4/3/2020 0:00,32.2,128.8,140.865,0.914349386,A,Actual
All,4/3/2020 4:30,4/3/2020 0:00,45.06,180.24,187.219,0.962723983,A,Actual
All,4/3/2020 4:45,4/3/2020 0:00,52.56,210.24,214.681,0.979313904,A,Actual
All,4/3/2020 5:00,4/3/2020 0:00,66.82,267.28,275.637,0.969679802,A,Actual
All,4/3/2020 5:15,4/3/2020 0:00,87.18,348.72,372.867,0.935240195,A,Actual
All,4/3/2020 5:30,4/3/2020 0:00,88.06,352.24,378.483,0.930661541,A,Actual
All,4/3/2020 5:45,4/3/2020 0:00,97.26,389.04,412.471,0.943194245,A,Actual
All,4/3/2020 6:00,4/3/2020 0:00,109.68,438.72,464.752,0.943987107,A,Actual
All,4/3/2020 6:15,4/3/2020 0:00,145.36,581.44,630.222,0.922595486,A,Actual
All,4/3/2020 6:30,4/3/2020 0:00,154.52,618.08,677.034,0.912922539,A,Actual
All,4/3/2020 6:45,4/3/2020 0:00,148.82,595.28,646.142,0.921283086,A,Actual
All,4/3/2020 7:00,4/3/2020 0:00,130.16,520.64,562.42,0.925714538,A,Actual
All,4/3/2020 7:15,4/3/2020 0:00,126.66,506.64,544.248,0.930899713,A,Actual
All,4/3/2020 7:30,4/3/2020 0:00,125.26,501.04,540.948,0.926226273,A,Actual
All,4/3/2020 7:45,4/3/2020 0:00,139.22,556.88,607.861,0.91613015,A,Actual
All,4/3/2020 8:00,4/3/2020 0:00,129.22,516.88,556.152,0.929386562,A,Actual
All,4/3/2020 8:15,4/3/2020 0:00,112.04,448.16,486.866,0.920499402,A,Actual
All,4/3/2020 8:30,4/3/2020 0:00,114.02,456.08,500.182,0.911828714,A,Actual
All,4/3/2020 8:45,4/3/2020 0:00,121.72,486.88,536.205,0.908011775,A,Actual
All,4/3/2020 9:00,4/3/2020 0:00,126.02,504.08,553.444,0.910806548,A,Actual
All,4/3/2020 9:15,4/3/2020 0:00,144.84,579.36,626.371,0.924947671,A,Actual
All,4/3/2020 9:30,4/3/2020 0:00,143.18,572.72,623.697,0.918267005,A,Actual
All,4/3/2020 9:45,4/3/2020 0:00,141.14,564.56,616.501,0.915748851,A,Actual
All,4/3/2020 10:00,4/3/2020 0:00,146.86,587.44,640.224,0.9175541,A,Actual
All,4/3/2020 10:15,4/3/2020 0:00,151.64,606.56,659.15,0.920215094,A,Actual
All,4/3/2020 10:30,4/3/2020 0:00,137.06,548.24,598.824,0.915527661,A,Actual
All,4/3/2020 10:45,4/3/2020 0:00,115.02,460.08,504.093,0.912689002,A,Actual
All,4/3/2020 11:00,4/3/2020 0:00,125.68,502.72,546.687,0.919575922,A,Actual
All,4/3/2020 11:15,4/3/2020 0:00,126.48,505.92,549.412,0.920838587,A,Actual
All,4/3/2020 11:30,4/3/2020 0:00,120.08,480.32,521.752,0.920590131,A,Actual
All,4/3/2020 11:45,4/3/2020 0:00,133.7,534.8,582.636,0.917897596,A,Actual
All,4/3/2020 12:00,4/3/2020 0:00,129.6,518.4,570.323,0.908958528,A,Actual
All,4/3/2020 12:15,4/3/2020 0:00,122.5,490,541.057,0.905634661,A,Actual
All,4/3/2020 12:30,4/3/2020 0:00,139.06,556.24,607.725,0.915282029,A,Actual
All,4/3/2020 12:45,4/3/2020 0:00,145.14,580.56,633.148,0.916941446,A,Actual
All,4/3/2020 13:00,4/3/2020 0:00,151.18,604.72,658.119,0.918861849,A,Actual
All,4/3/2020 13:15,4/3/2020 0:00,156.24,624.96,680.22,0.918761348,A,Actual
All,4/3/2020 13:30,4/3/2020 0:00,153.8,615.2,668.823,0.919824221,A,Actual
All,4/3/2020 13:45,4/3/2020 0:00,128.52,514.08,561.371,0.915757865,A,Actual
All,4/3/2020 14:00,4/3/2020 0:00,133.26,533.04,580.354,0.918473485,A,Actual
All,4/3/2020 14:15,4/3/2020 0:00,122.62,490.48,533.766,0.918904539,A,Actual
All,4/3/2020 14:30,4/3/2020 0:00,92.2,368.8,388.38,0.949585726,A,Actual
All,4/3/2020 14:45,4/3/2020 0:00,83.94,335.76,348.995,0.962075608,A,Actual
All,4/3/2020 15:00,4/3/2020 0:00,89.34,357.36,371.261,0.962557857,A,Actual
All,4/3/2020 15:15,4/3/2020 0:00,84.74,338.96,354.183,0.95702061,A,Actual
All,4/3/2020 15:30,4/3/2020 0:00,74.38,297.52,302.7,0.982887152,A,Actual
All,4/3/2020 15:45,4/3/2020 0:00,71.82,287.28,298.644,0.961947361,A,Actual
All,4/3/2020 16:00,4/3/2020 0:00,64.72,258.88,267.003,0.969575886,A,Actual
All,4/3/2020 16:15,4/3/2020 0:00,63.42,253.68,274.597,0.923825073,A,Actual
All,4/3/2020 16:30,4/3/2020 0:00,57.44,229.76,245.412,0.936221957,A,Actual
All,4/3/2020 16:45,4/3/2020 0:00,49.18,196.72,211.797,0.928814964,A,Actual
All,4/3/2020 17:00,4/3/2020 0:00,39.62,158.48,172.39,0.919312945,A,Actual
All,4/3/2020 17:15,4/3/2020 0:00,31.84,127.36,140.011,0.90964106,A,Actual
All,4/3/2020 17:30,4/3/2020 0:00,30.54,122.16,135.471,0.901744073,A,Actual
All,4/3/2020 17:45,4/3/2020 0:00,30.68,122.72,135.804,0.903653871,A,Actual
All,4/3/2020 18:00,4/3/2020 0:00,29.88,119.52,133.272,0.896815427,A,Actual
All,4/3/2020 18:15,4/3/2020 0:00,30.16,120.64,134.102,0.899615337,A,Actual
All,4/3/2020 18:30,4/3/2020 0:00,29.62,118.48,132.268,0.895753849,A,Actual
All,4/3/2020 18:45,4/3/2020 0:00,30.88,123.52,136.801,0.902914538,A,Actual
All,4/3/2020 19:00,4/3/2020 0:00,30.94,123.76,136.711,0.905269104,A,Actual
All,4/3/2020 19:15,4/3/2020 0:00,31.38,125.52,138.373,0.907111481,A,Actual
All,4/3/2020 19:30,4/3/2020 0:00,29.88,119.52,132.365,0.902961073,A,Actual
All,4/3/2020 19:45,4/3/2020 0:00,26.68,106.72,120.004,0.889303319,A,Actual
All,4/3/2020 20:00,4/3/2020 0:00,27.66,110.64,123.753,0.894039005,A,Actual
