Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KVAH(ch: 2  set:0)   ,PF(ch: 3  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KVA(0(ch: 2  set:0) ,PF(0(ch: 3  set:0)  ,, PV 17.7 kW
H202014127676     ,2018/01/14 14:30,41.6,,,,166.4,,,,,1/14/18 14:30,11.19
H202014127676     ,2018/01/14 14:45,41.22,,,,164.86,,,,,1/14/18 14:45,10.75
H202014127676     ,2018/01/14 15:00,41.25,,,,164.99,,,,,1/14/18 15:00,10.21
H202014127676     ,2018/01/14 15:15,41.31,,,,165.25,,,,,1/14/18 15:15,9.51
H202014127676     ,2018/01/14 15:30,41.41,,,,165.63,,,,,1/14/18 15:30,8.84
H202014127676     ,2018/01/14 15:45,40.61,,,,162.43,,,,,1/14/18 15:45,8.32
H202014127676     ,2018/01/14 16:00,40.9,,,,163.58,,,,,1/14/18 16:00,7.34
H202014127676     ,2018/01/14 16:15,40.99,,,,163.97,,,,,1/14/18 16:15,6.36
H202014127676     ,2018/01/14 16:30,40.61,,,,162.43,,,,,1/14/18 16:30,5.3
H202014127676     ,2018/01/14 16:45,40.58,,,,162.3,,,,,1/14/18 16:45,4.8
H202014127676     ,2018/01/14 17:00,40.58,,,,162.3,,,,,1/14/18 17:00,3.86
H202014127676     ,2018/01/14 17:15,40.32,,,,161.28,,,,,1/14/18 17:15,2.87
H202014127676     ,2018/01/14 17:30,40.38,,,,161.54,,,,,1/14/18 17:30,1.68
H202014127676     ,2018/01/14 17:45,40.16,,,,160.64,,,,,1/14/18 17:45,0.76
H202014127676     ,2018/01/14 18:00,40.13,,,,160.51,,,,,1/14/18 18:00,0.27
H202014127676     ,2018/01/14 18:15,40.26,,,,161.02,,,,,1/14/18 18:15,0.03
H202014127676     ,2018/01/14 18:30,40.06,,,,160.26,,,,,1/14/18 18:30,0.03
H202014127676     ,2018/01/14 18:45,39.65,,,,158.59,,,,,1/14/18 18:45,0.03
H202014127676     ,2018/01/14 19:00,39.52,,,,158.08,,,,,1/14/18 19:00,0.03
H202014127676     ,2018/01/14 19:15,39.74,,,,158.98,,,,,1/14/18 19:15,0.03
H202014127676     ,2018/01/14 19:30,39.9,,,,159.62,,,,,1/14/18 19:30,0.03
H202014127676     ,2018/01/14 19:45,39.58,,,,158.34,,,,,1/14/18 19:45,0.03
H202014127676     ,2018/01/14 20:00,39.39,,,,157.57,,,,,1/14/18 20:00,0.03
H202014127676     ,2018/01/14 20:15,39.33,,,,157.31,,,,,1/14/18 20:15,0.03
H202014127676     ,2018/01/14 20:30,39.52,,,,158.08,,,,,1/14/18 20:30,0.03
H202014127676     ,2018/01/14 20:45,39.49,,,,157.95,,,,,1/14/18 20:45,0.03
H202014127676     ,2018/01/14 21:00,39.33,,,,157.31,,,,,1/14/18 21:00,0.02
H202014127676     ,2018/01/14 21:15,39.58,,,,158.34,,,,,1/14/18 21:15,0.02
H202014127676     ,2018/01/14 21:30,39.52,,,,158.08,,,,,1/14/18 21:30,0.02
H202014127676     ,2018/01/14 21:45,39.49,,,,157.95,,,,,1/14/18 21:45,0.02
H202014127676     ,2018/01/14 22:00,39.01,,,,156.03,,,,,1/14/18 22:00,0.02
H202014127676     ,2018/01/14 22:15,39.3,,,,157.18,,,,,1/14/18 22:15,0.02
H202014127676     ,2018/01/14 22:30,39.14,,,,156.54,,,,,1/14/18 22:30,0.02
H202014127676     ,2018/01/14 22:45,39.1,,,,156.42,,,,,1/14/18 22:45,0.02
H202014127676     ,2018/01/14 23:00,39.23,,,,156.93,,,,,1/14/18 23:00,0.02
H202014127676     ,2018/01/14 23:15,39.1,,,,156.42,,,,,1/14/18 23:15,0.02
H202014127676     ,2018/01/14 23:30,39.1,,,,156.42,,,,,1/14/18 23:30,0.02
H202014127676     ,2018/01/14 23:45,38.88,,,,155.52,,,,,1/14/18 23:45,0.02
H202014127676     ,2018/01/15 0:00,38.72,,,,154.88,,,,,1/15/18 0:00,0.02
H202014127676     ,2018/01/15 0:15,39.01,,,,156.03,,,,,1/15/18 0:15,0.02
H202014127676     ,2018/01/15 0:30,39.2,,,,156.8,,,,,1/15/18 0:30,0.02
H202014127676     ,2018/01/15 0:45,38.78,,,,155.14,,,,,1/15/18 0:45,0.02
H202014127676     ,2018/01/15 1:00,38.72,,,,154.88,,,,,1/15/18 1:00,0.02
H202014127676     ,2018/01/15 1:15,39.1,,,,156.42,,,,,1/15/18 1:15,0.02
H202014127676     ,2018/01/15 1:30,39.17,,,,156.67,,,,,1/15/18 1:30,0.02
H202014127676     ,2018/01/15 1:45,38.78,,,,155.14,,,,,1/15/18 1:45,0.02
H202014127676     ,2018/01/15 2:00,38.37,,,,153.47,,,,,1/15/18 2:00,0.02
H202014127676     ,2018/01/15 2:15,38.4,,,,153.6,,,,,1/15/18 2:15,0.02
H202014127676     ,2018/01/15 2:30,38.91,,,,155.65,,,,,1/15/18 2:30,0.02
H202014127676     ,2018/01/15 2:45,38.53,,,,154.11,,,,,1/15/18 2:45,0.02
H202014127676     ,2018/01/15 3:00,38.43,,,,153.73,,,,,1/15/18 3:00,0.02
H202014127676     ,2018/01/15 3:15,38.75,,,,155.01,,,,,1/15/18 3:15,0.02
H202014127676     ,2018/01/15 3:30,38.91,,,,155.65,,,,,1/15/18 3:30,0.02
H202014127676     ,2018/01/15 3:45,45.18,,,,180.74,,,,,1/15/18 3:45,0.02
H202014127676     ,2018/01/15 4:00,43.14,,,,172.54,,,,,1/15/18 4:00,0.02
H202014127676     ,2018/01/15 4:15,40.48,,,,161.92,,,,,1/15/18 4:15,0.02
H202014127676     ,2018/01/15 4:30,41.31,,,,165.25,,,,,1/15/18 4:30,0.02
H202014127676     ,2018/01/15 4:45,43.04,,,,172.16,,,,,1/15/18 4:45,0.02
H202014127676     ,2018/01/15 5:00,40.58,,,,162.3,,,,,1/15/18 5:00,0.02
H202014127676     ,2018/01/15 5:15,39.87,,,,159.49,,,,,1/15/18 5:15,0.02
H202014127676     ,2018/01/15 5:30,39.39,,,,157.57,,,,,1/15/18 5:30,0.02
H202014127676     ,2018/01/15 5:45,39.33,,,,157.31,,,,,1/15/18 5:45,0.02
H202014127676     ,2018/01/15 6:00,41.09,,,,164.35,,,,,1/15/18 6:00,0.02
H202014127676     ,2018/01/15 6:15,41.47,,,,165.89,,,,,1/15/18 6:15,0.02
H202014127676     ,2018/01/15 6:30,41.34,,,,165.38,,,,,1/15/18 6:30,0.02
H202014127676     ,2018/01/15 6:45,41.15,,,,164.61,,,,,1/15/18 6:45,0.01
H202014127676     ,2018/01/15 7:00,40.61,,,,162.43,,,,,1/15/18 7:00,0.01
H202014127676     ,2018/01/15 7:15,38.37,,,,153.47,,,,,1/15/18 7:15,0.02
H202014127676     ,2018/01/15 7:30,36.86,,,,147.46,,,,,1/15/18 7:30,0.05
H202014127676     ,2018/01/15 7:45,37.6,,,,150.4,,,,,1/15/18 7:45,0.44
H202014127676     ,2018/01/15 8:00,37.6,,,,150.4,,,,,1/15/18 8:00,0.96
H202014127676     ,2018/01/15 8:15,36.74,,,,146.94,,,,,1/15/18 8:15,1.83
H202014127676     ,2018/01/15 8:30,35.58,,,,142.34,,,,,1/15/18 8:30,2.54
H202014127676     ,2018/01/15 8:45,34.62,,,,138.5,,,,,1/15/18 8:45,3.35
H202014127676     ,2018/01/15 9:00,35.17,,,,140.67,,,,,1/15/18 9:00,4.43
H202014127676     ,2018/01/15 9:15,36.1,,,,144.38,,,,,1/15/18 9:15,5.38
H202014127676     ,2018/01/15 9:30,36.61,,,,146.43,,,,,1/15/18 9:30,6.24
H202014127676     ,2018/01/15 9:45,36.22,,,,144.9,,,,,1/15/18 9:45,7.16
H202014127676     ,2018/01/15 10:00,36.7,,,,146.82,,,,,1/15/18 10:00,8.05
H202014127676     ,2018/01/15 10:15,37.25,,,,148.99,,,,,1/15/18 10:15,8.8
H202014127676     ,2018/01/15 10:30,36.99,,,,147.97,,,,,1/15/18 10:30,9.48
H202014127676     ,2018/01/15 10:45,37.86,,,,151.42,,,,,1/15/18 10:45,10.14
H202014127676     ,2018/01/15 11:00,38.34,,,,153.34,,,,,1/15/18 11:00,10.64
H202014127676     ,2018/01/15 11:15,38.43,,,,153.73,,,,,1/15/18 11:15,11.15
H202014127676     ,2018/01/15 11:30,38.56,,,,154.24,,,,,1/15/18 11:30,11.57
H202014127676     ,2018/01/15 11:45,38.98,,,,155.9,,,,,1/15/18 11:45,11.84
H202014127676     ,2018/01/15 12:00,39.23,,,,156.93,,,,,1/15/18 12:00,12.07
H202014127676     ,2018/01/15 12:15,39.74,,,,158.98,,,,,1/15/18 12:15,12.27
H202014127676     ,2018/01/15 12:30,40.22,,,,160.9,,,,,1/15/18 12:30,12.39
H202014127676     ,2018/01/15 12:45,41.02,,,,164.1,,,,,1/15/18 12:45,12.37
H202014127676     ,2018/01/15 13:00,39.87,,,,159.49,,,,,1/15/18 13:00,12.49
H202014127676     ,2018/01/15 13:15,40.26,,,,161.02,,,,,1/15/18 13:15,12.44
H202014127676     ,2018/01/15 13:30,40.48,,,,161.92,,,,,1/15/18 13:30,12.17
H202014127676     ,2018/01/15 13:45,40.26,,,,161.02,,,,,1/15/18 13:45,11.69
H202014127676     ,2018/01/15 14:00,39.58,,,,158.34,,,,,1/15/18 14:00,11.67
H202014127676     ,2018/01/15 14:15,39.62,,,,158.46,,,,,1/15/18 14:15,11.42
H202014127676     ,2018/01/15 14:30,39.74,,,,158.98,,,,,1/15/18 14:30,10.74
H202014127676     ,2018/01/15 14:45,39.65,,,,158.59,,,,,1/15/18 14:45,9.75
H202014127676     ,2018/01/15 15:00,39.42,,,,157.7,,,,,1/15/18 15:00,10
H202014127676     ,2018/01/15 15:15,39.58,,,,158.34,,,,,1/15/18 15:15,10.28
H202014127676     ,2018/01/15 15:30,41.12,,,,164.48,,,,,1/15/18 15:30,3.23
H202014127676     ,2018/01/15 15:45,41.31,,,,165.25,,,,,1/15/18 15:45,8.92
H202014127676     ,2018/01/15 16:00,41.12,,,,164.48,,,,,1/15/18 16:00,7.09
H202014127676     ,2018/01/15 16:15,41.06,,,,164.22,,,,,1/15/18 16:15,2.91
H202014127676     ,2018/01/15 16:30,41.15,,,,164.61,,,,,1/15/18 16:30,5.3
H202014127676     ,2018/01/15 16:45,40.67,,,,162.69,,,,,1/15/18 16:45,2.26
H202014127676     ,2018/01/15 17:00,40.9,,,,163.58,,,,,1/15/18 17:00,1.65
H202014127676     ,2018/01/15 17:15,40.93,,,,163.71,,,,,1/15/18 17:15,1.68
H202014127676     ,2018/01/15 17:30,40.99,,,,163.97,,,,,1/15/18 17:30,1.8
H202014127676     ,2018/01/15 17:45,40.9,,,,163.58,,,,,1/15/18 17:45,0.79
H202014127676     ,2018/01/15 18:00,40.61,,,,162.43,,,,,1/15/18 18:00,0.26
H202014127676     ,2018/01/15 18:15,40.74,,,,162.94,,,,,1/15/18 18:15,0.02
H202014127676     ,2018/01/15 18:30,40.54,,,,162.18,,,,,1/15/18 18:30,0.02
H202014127676     ,2018/01/15 18:45,40.22,,,,160.9,,,,,1/15/18 18:45,0.03
H202014127676     ,2018/01/15 19:00,40.16,,,,160.64,,,,,1/15/18 19:00,0.03
H202014127676     ,2018/01/15 19:15,40.26,,,,161.02,,,,,1/15/18 19:15,0.03
H202014127676     ,2018/01/15 19:30,40.06,,,,160.26,,,,,1/15/18 19:30,0.03
H202014127676     ,2018/01/15 19:45,40.13,,,,160.51,,,,,1/15/18 19:45,0.04
H202014127676     ,2018/01/15 20:00,39.84,,,,159.36,,,,,1/15/18 20:00,0.04
H202014127676     ,2018/01/15 20:15,39.65,,,,158.59,,,,,1/15/18 20:15,0.04
H202014127676     ,2018/01/15 20:30,40.45,,,,161.79,,,,,1/15/18 20:30,0.04
H202014127676     ,2018/01/15 20:45,40.16,,,,160.64,,,,,1/15/18 20:45,0.04
H202014127676     ,2018/01/15 21:00,40.06,,,,160.26,,,,,1/15/18 21:00,0.05
H202014127676     ,2018/01/15 21:15,40.32,,,,161.28,,,,,1/15/18 21:15,0.05
H202014127676     ,2018/01/15 21:30,40.16,,,,160.64,,,,,1/15/18 21:30,0.05
H202014127676     ,2018/01/15 21:45,40.06,,,,160.26,,,,,1/15/18 21:45,0.05
H202014127676     ,2018/01/15 22:00,40.06,,,,160.26,,,,,1/15/18 22:00,0.05
H202014127676     ,2018/01/15 22:15,40.16,,,,160.64,,,,,1/15/18 22:15,0.06
H202014127676     ,2018/01/15 22:30,40.1,,,,160.38,,,,,1/15/18 22:30,0.06
H202014127676     ,2018/01/15 22:45,39.71,,,,158.85,,,,,1/15/18 22:45,0.06
H202014127676     ,2018/01/15 23:00,39.81,,,,159.23,,,,,1/15/18 23:00,0.06
H202014127676     ,2018/01/15 23:15,39.84,,,,159.36,,,,,1/15/18 23:15,0.07
H202014127676     ,2018/01/15 23:30,39.84,,,,159.36,,,,,1/15/18 23:30,0.07
H202014127676     ,2018/01/15 23:45,39.62,,,,158.46,,,,,1/15/18 23:45,0.07
H202014127676     ,2018/01/16 0:00,39.81,,,,159.23,,,,,1/16/18 0:00,0.07
H202014127676     ,2018/01/16 0:15,39.81,,,,159.23,,,,,1/16/18 0:15,0.07
H202014127676     ,2018/01/16 0:30,39.49,,,,157.95,,,,,1/16/18 0:30,0.08
H202014127676     ,2018/01/16 0:45,39.68,,,,158.72,,,,,1/16/18 0:45,0.08
H202014127676     ,2018/01/16 1:00,39.58,,,,158.34,,,,,1/16/18 1:00,0.08
H202014127676     ,2018/01/16 1:15,39.68,,,,158.72,,,,,1/16/18 1:15,0.08
H202014127676     ,2018/01/16 1:30,39.65,,,,158.59,,,,,1/16/18 1:30,0.09
H202014127676     ,2018/01/16 1:45,39.58,,,,158.34,,,,,1/16/18 1:45,0.09
H202014127676     ,2018/01/16 2:00,39.17,,,,156.67,,,,,1/16/18 2:00,0.09
H202014127676     ,2018/01/16 2:15,39.42,,,,157.7,,,,,1/16/18 2:15,0.09
H202014127676     ,2018/01/16 2:30,39.62,,,,158.46,,,,,1/16/18 2:30,0.09
H202014127676     ,2018/01/16 2:45,39.55,,,,158.21,,,,,1/16/18 2:45,0.1
H202014127676     ,2018/01/16 3:00,39.49,,,,157.95,,,,,1/16/18 3:00,0.1
H202014127676     ,2018/01/16 3:15,40.03,,,,160.13,,,,,1/16/18 3:15,0.1
H202014127676     ,2018/01/16 3:30,40.13,,,,160.51,,,,,1/16/18 3:30,0.1
H202014127676     ,2018/01/16 3:45,40.32,,,,161.28,,,,,1/16/18 3:45,0.1
H202014127676     ,2018/01/16 4:00,40.1,,,,160.38,,,,,1/16/18 4:00,0.11
H202014127676     ,2018/01/16 4:15,40.26,,,,161.02,,,,,1/16/18 4:15,0.11
H202014127676     ,2018/01/16 4:30,40.16,,,,160.64,,,,,1/16/18 4:30,0.11
H202014127676     ,2018/01/16 4:45,40.1,,,,160.38,,,,,1/16/18 4:45,0.11
H202014127676     ,2018/01/16 5:00,42.4,,,,169.6,,,,,1/16/18 5:00,0.12
H202014127676     ,2018/01/16 5:15,46.91,,,,187.65,,,,,1/16/18 5:15,0.12
H202014127676     ,2018/01/16 5:30,41.41,,,,165.63,,,,,1/16/18 5:30,0.12
H202014127676     ,2018/01/16 5:45,41.18,,,,164.74,,,,,1/16/18 5:45,0.12
H202014127676     ,2018/01/16 6:00,44.64,,,,178.56,,,,,1/16/18 6:00,0.12
H202014127676     ,2018/01/16 6:15,41.18,,,,164.74,,,,,1/16/18 6:15,0.13
H202014127676     ,2018/01/16 6:30,40.86,,,,163.46,,,,,1/16/18 6:30,0.13
H202014127676     ,2018/01/16 6:45,38.56,,,,154.24,,,,,1/16/18 6:45,0.13
H202014127676     ,2018/01/16 7:00,38.46,,,,153.86,,,,,1/16/18 7:00,0.13
H202014127676     ,2018/01/16 7:15,39.65,,,,158.59,,,,,1/16/18 7:15,0.14
H202014127676     ,2018/01/16 7:30,40.26,,,,161.02,,,,,1/16/18 7:30,0.14
H202014127676     ,2018/01/16 7:45,39.52,,,,158.08,,,,,1/16/18 7:45,0.24
H202014127676     ,2018/01/16 8:00,37.57,,,,150.27,,,,,1/16/18 8:00,0.51
H202014127676     ,2018/01/16 8:15,38.72,,,,154.88,,,,,1/16/18 8:15,1.68
H202014127676     ,2018/01/16 8:30,39.42,,,,157.7,,,,,1/16/18 8:30,2.53
H202014127676     ,2018/01/16 8:45,40.83,,,,163.33,,,,,1/16/18 8:45,3.34
H202014127676     ,2018/01/16 9:00,40.51,,,,162.05,,,,,1/16/18 9:00,4.18
H202014127676     ,2018/01/16 9:15,39.58,,,,158.34,,,,,1/16/18 9:15,5.13
H202014127676     ,2018/01/16 9:30,39.3,,,,157.18,,,,,1/16/18 9:30,5.96
H202014127676     ,2018/01/16 9:45,39.46,,,,157.82,,,,,1/16/18 9:45,6.88
H202014127676     ,2018/01/16 10:00,41.92,,,,167.68,,,,,1/16/18 10:00,7.75
H202014127676     ,2018/01/16 10:15,40.61,,,,162.43,,,,,1/16/18 10:15,8.54
H202014127676     ,2018/01/16 10:30,40,,,,160,,,,,1/16/18 10:30,9.28
H202014127676     ,2018/01/16 10:45,38.02,,,,152.06,,,,,1/16/18 10:45,9.73
H202014127676     ,2018/01/16 11:00,37.54,,,,150.14,,,,,1/16/18 11:00,10.23
H202014127676     ,2018/01/16 11:15,38.37,,,,153.47,,,,,1/16/18 11:15,10.84
H202014127676     ,2018/01/16 11:30,38.3,,,,153.22,,,,,1/16/18 11:30,11.32
H202014127676     ,2018/01/16 11:45,38.3,,,,153.22,,,,,1/16/18 11:45,11.62
H202014127676     ,2018/01/16 12:00,38.56,,,,154.24,,,,,1/16/18 12:00,11.79
H202014127676     ,2018/01/16 12:15,39.2,,,,156.8,,,,,1/16/18 12:15,12.14
H202014127676     ,2018/01/16 12:30,39.87,,,,159.49,,,,,1/16/18 12:30,12.09
H202014127676     ,2018/01/16 12:45,39.84,,,,159.36,,,,,1/16/18 12:45,12.25
H202014127676     ,2018/01/16 13:00,40.06,,,,160.26,,,,,1/16/18 13:00,12.27
H202014127676     ,2018/01/16 13:15,40.13,,,,160.51,,,,,1/16/18 13:15,12.07
H202014127676     ,2018/01/16 13:30,40.8,,,,163.2,,,,,1/16/18 13:30,12.18
H202014127676     ,2018/01/16 13:45,40.42,,,,161.66,,,,,1/16/18 13:45,11.85
H202014127676     ,2018/01/16 14:00,41.22,,,,164.86,,,,,1/16/18 14:00,11.61
H202014127676     ,2018/01/16 14:15,41.57,,,,166.27,,,,,1/16/18 14:15,11.18
H202014127676     ,2018/01/16 14:30,41.25,,,,164.99,,,,,1/16/18 14:30,10.89
H202014127676     ,2018/01/16 14:45,43.55,,,,174.21,,,,,1/16/18 14:45,10.54
H202014127676     ,2018/01/16 15:00,43.14,,,,172.54,,,,,1/16/18 15:00,9.96
H202014127676     ,2018/01/16 15:15,43.26,,,,173.06,,,,,1/16/18 15:15,9.46
H202014127676     ,2018/01/16 15:30,43.42,,,,173.7,,,,,1/16/18 15:30,8.78
H202014127676     ,2018/01/16 15:45,43.42,,,,173.7,,,,,1/16/18 15:45,8.2
H202014127676     ,2018/01/16 16:00,43.1,,,,172.42,,,,,1/16/18 16:00,7.67
H202014127676     ,2018/01/16 16:15,42.82,,,,171.26,,,,,1/16/18 16:15,8.17
H202014127676     ,2018/01/16 16:30,42.88,,,,171.52,,,,,1/16/18 16:30,5.85
H202014127676     ,2018/01/16 16:45,42.3,,,,169.22,,,,,1/16/18 16:45,3.52
H202014127676     ,2018/01/16 17:00,42.14,,,,168.58,,,,,1/16/18 17:00,4.49
H202014127676     ,2018/01/16 17:15,42.34,,,,169.34,,,,,1/16/18 17:15,3.09
H202014127676     ,2018/01/16 17:30,42.08,,,,168.32,,,,,1/16/18 17:30,1.79
H202014127676     ,2018/01/16 17:45,42.11,,,,168.45,,,,,1/16/18 17:45,0.6
H202014127676     ,2018/01/16 18:00,41.66,,,,166.66,,,,,1/16/18 18:00,0.13
H202014127676     ,2018/01/16 18:15,42.24,,,,168.96,,,,,1/16/18 18:15,0.02
H202014127676     ,2018/01/16 18:30,41.47,,,,165.89,,,,,1/16/18 18:30,0.02
H202014127676     ,2018/01/16 18:45,40.51,,,,162.05,,,,,1/16/18 18:45,0.02
H202014127676     ,2018/01/16 19:00,40.32,,,,161.28,,,,,1/16/18 19:00,0.02
H202014127676     ,2018/01/16 19:15,40.48,,,,161.92,,,,,1/16/18 19:15,0.02
H202014127676     ,2018/01/16 19:30,40.38,,,,161.54,,,,,1/16/18 19:30,0.02
H202014127676     ,2018/01/16 19:45,40.16,,,,160.64,,,,,1/16/18 19:45,0.02
H202014127676     ,2018/01/16 20:00,39.9,,,,159.62,,,,,1/16/18 20:00,0.02
H202014127676     ,2018/01/16 20:15,40.48,,,,161.92,,,,,1/16/18 20:15,0.02
H202014127676     ,2018/01/16 20:30,40.96,,,,163.84,,,,,1/16/18 20:30,0.02
H202014127676     ,2018/01/16 20:45,40.74,,,,162.94,,,,,1/16/18 20:45,0.02
H202014127676     ,2018/01/16 21:00,40.48,,,,161.92,,,,,1/16/18 21:00,0.02
H202014127676     ,2018/01/16 21:15,40.48,,,,161.92,,,,,1/16/18 21:15,0.02
H202014127676     ,2018/01/16 21:30,40.67,,,,162.69,,,,,1/16/18 21:30,0.02
H202014127676     ,2018/01/16 21:45,40.06,,,,160.26,,,,,1/16/18 21:45,0.02
H202014127676     ,2018/01/16 22:00,39.87,,,,159.49,,,,,1/16/18 22:00,0.02
H202014127676     ,2018/01/16 22:15,40,,,,160,,,,,1/16/18 22:15,0.02
H202014127676     ,2018/01/16 22:30,39.97,,,,159.87,,,,,1/16/18 22:30,0.02
H202014127676     ,2018/01/16 22:45,39.68,,,,158.72,,,,,1/16/18 22:45,0.02
H202014127676     ,2018/01/16 23:00,39.81,,,,159.23,,,,,1/16/18 23:00,0.02
H202014127676     ,2018/01/16 23:15,39.65,,,,158.59,,,,,1/16/18 23:15,0.02
H202014127676     ,2018/01/16 23:30,39.58,,,,158.34,,,,,1/16/18 23:30,0.02
H202014127676     ,2018/01/16 23:45,39.78,,,,159.1,,,,,1/16/18 23:45,0.02
H202014127676     ,2018/01/17 0:00,39.49,,,,157.95,,,,,1/17/18 0:00,0.02
H202014127676     ,2018/01/17 0:15,39.65,,,,158.59,,,,,1/17/18 0:15,0.02
H202014127676     ,2018/01/17 0:30,39.55,,,,158.21,,,,,1/17/18 0:30,0.02
H202014127676     ,2018/01/17 0:45,39.65,,,,158.59,,,,,1/17/18 0:45,0.02
H202014127676     ,2018/01/17 1:00,39.58,,,,158.34,,,,,1/17/18 1:00,0.02
H202014127676     ,2018/01/17 1:15,39.81,,,,159.23,,,,,1/17/18 1:15,0.02
H202014127676     ,2018/01/17 1:30,40.51,,,,162.05,,,,,1/17/18 1:30,0.02
H202014127676     ,2018/01/17 1:45,40.48,,,,161.92,,,,,1/17/18 1:45,0.02
H202014127676     ,2018/01/17 2:00,39.62,,,,158.46,,,,,1/17/18 2:00,0.02
H202014127676     ,2018/01/17 2:15,39.58,,,,158.34,,,,,1/17/18 2:15,0.02
H202014127676     ,2018/01/17 2:30,39.87,,,,159.49,,,,,1/17/18 2:30,0.02
H202014127676     ,2018/01/17 2:45,39.68,,,,158.72,,,,,1/17/18 2:45,0.02
H202014127676     ,2018/01/17 3:00,39.52,,,,158.08,,,,,1/17/18 3:00,0.02
H202014127676     ,2018/01/17 3:15,39.36,,,,157.44,,,,,1/17/18 3:15,0.02
H202014127676     ,2018/01/17 3:30,39.74,,,,158.98,,,,,1/17/18 3:30,0.02
H202014127676     ,2018/01/17 3:45,39.65,,,,158.59,,,,,1/17/18 3:45,0.02
H202014127676     ,2018/01/17 4:00,39.42,,,,157.7,,,,,1/17/18 4:00,0.02
H202014127676     ,2018/01/17 4:15,39.52,,,,158.08,,,,,1/17/18 4:15,0.02
H202014127676     ,2018/01/17 4:30,39.71,,,,158.85,,,,,1/17/18 4:30,0.02
H202014127676     ,2018/01/17 4:45,46.59,,,,186.37,,,,,1/17/18 4:45,0.02
H202014127676     ,2018/01/17 5:00,43.04,,,,172.16,,,,,1/17/18 5:00,0.02
H202014127676     ,2018/01/17 5:15,40.19,,,,160.77,,,,,1/17/18 5:15,0.02
H202014127676     ,2018/01/17 5:30,40.64,,,,162.56,,,,,1/17/18 5:30,0.02
H202014127676     ,2018/01/17 5:45,40.64,,,,162.56,,,,,1/17/18 5:45,0.02
H202014127676     ,2018/01/17 6:00,44.51,,,,178.05,,,,,1/17/18 6:00,0.02
H202014127676     ,2018/01/17 6:15,41.86,,,,167.42,,,,,1/17/18 6:15,0.02
H202014127676     ,2018/01/17 6:30,41.06,,,,164.22,,,,,1/17/18 6:30,0.01
H202014127676     ,2018/01/17 6:45,40.8,,,,163.2,,,,,1/17/18 6:45,0.01
H202014127676     ,2018/01/17 7:00,40.42,,,,161.66,,,,,1/17/18 7:00,0.01
H202014127676     ,2018/01/17 7:15,40.99,,,,163.97,,,,,1/17/18 7:15,0.06
H202014127676     ,2018/01/17 7:30,42.98,,,,171.9,,,,,1/17/18 7:30,0.12
H202014127676     ,2018/01/17 7:45,41.18,,,,164.74,,,,,1/17/18 7:45,0.61
H202014127676     ,2018/01/17 8:00,39.36,,,,157.44,,,,,1/17/18 8:00,0.95
H202014127676     ,2018/01/17 8:15,39.42,,,,157.7,,,,,1/17/18 8:15,1.62
H202014127676     ,2018/01/17 8:30,38.69,,,,154.75,,,,,1/17/18 8:30,2.56
H202014127676     ,2018/01/17 8:45,38.75,,,,155.01,,,,,1/17/18 8:45,3.38
H202014127676     ,2018/01/17 9:00,38.43,,,,153.73,,,,,1/17/18 9:00,4.3
H202014127676     ,2018/01/17 9:15,39.78,,,,159.1,,,,,1/17/18 9:15,5.19
H202014127676     ,2018/01/17 9:30,39.62,,,,158.46,,,,,1/17/18 9:30,6.16
H202014127676     ,2018/01/17 9:45,38.78,,,,155.14,,,,,1/17/18 9:45,6.42
H202014127676     ,2018/01/17 10:00,37.31,,,,149.25,,,,,1/17/18 10:00,7.96
H202014127676     ,2018/01/17 10:15,37.38,,,,149.5,,,,,1/17/18 10:15,8.54
H202014127676     ,2018/01/17 10:30,39.1,,,,156.42,,,,,1/17/18 10:30,9.37
H202014127676     ,2018/01/17 10:45,37.95,,,,151.81,,,,,1/17/18 10:45,9.79
H202014127676     ,2018/01/17 11:00,37.79,,,,151.17,,,,,1/17/18 11:00,10.21
H202014127676     ,2018/01/17 11:15,37.66,,,,150.66,,,,,1/17/18 11:15,10.96
H202014127676     ,2018/01/17 11:30,37.22,,,,148.86,,,,,1/17/18 11:30,11.32
H202014127676     ,2018/01/17 11:45,37.7,,,,150.78,,,,,1/17/18 11:45,11.57
H202014127676     ,2018/01/17 12:00,38.72,,,,154.88,,,,,1/17/18 12:00,11.49
H202014127676     ,2018/01/17 12:15,39.1,,,,156.42,,,,,1/17/18 12:15,12
H202014127676     ,2018/01/17 12:30,39.07,,,,156.29,,,,,1/17/18 12:30,12.41
H202014127676     ,2018/01/17 12:45,39.17,,,,156.67,,,,,1/17/18 12:45,12.42
H202014127676     ,2018/01/17 13:00,39.36,,,,157.44,,,,,1/17/18 13:00,12.37
H202014127676     ,2018/01/17 13:15,39.46,,,,157.82,,,,,1/17/18 13:15,12.76
H202014127676     ,2018/01/17 13:30,39.23,,,,156.93,,,,,1/17/18 13:30,12.77
H202014127676     ,2018/01/17 13:45,40.1,,,,160.38,,,,,1/17/18 13:45,12.43
H202014127676     ,2018/01/17 14:00,39.17,,,,156.67,,,,,1/17/18 14:00,11.89
H202014127676     ,2018/01/17 14:15,39.36,,,,157.44,,,,,1/17/18 14:15,12.28
