Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KVAH(ch: 2  set:0)   ,PF(ch: 3  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KVA(0(ch: 2  set:0) ,PF(0(ch: 3  set:0)  ,, PV 17.7 kW
H202014127676     ,2018/11/28 7:45,37.5,,,,150.02,,,,,11/28/18 7:45,1.31
H202014127676     ,2018/11/28 8:00,36.93,,,,147.71,,,,,11/28/18 8:00,1.97
H202014127676     ,2018/11/28 8:15,34.02,,,,136.06,,,,,11/28/18 8:15,2.87
H202014127676     ,2018/11/28 8:30,34.14,,,,136.58,,,,,11/28/18 8:30,3.66
H202014127676     ,2018/11/28 8:45,34.14,,,,136.58,,,,,11/28/18 8:45,4.59
H202014127676     ,2018/11/28 9:00,34.98,,,,139.9,,,,,11/28/18 9:00,5.36
H202014127676     ,2018/11/28 9:15,36.26,,,,145.02,,,,,11/28/18 9:15,6.17
H202014127676     ,2018/11/28 9:30,37.38,,,,149.5,,,,,11/28/18 9:30,6.95
H202014127676     ,2018/11/28 9:45,36.99,,,,147.97,,,,,11/28/18 9:45,7.7
H202014127676     ,2018/11/28 10:00,36.45,,,,145.79,,,,,11/28/18 10:00,8.36
H202014127676     ,2018/11/28 10:15,36.03,,,,144.13,,,,,11/28/18 10:15,9.06
H202014127676     ,2018/11/28 10:30,36.03,,,,144.13,,,,,11/28/18 10:30,9.51
H202014127676     ,2018/11/28 10:45,35.58,,,,142.34,,,,,11/28/18 10:45,9.89
H202014127676     ,2018/11/28 11:00,35.14,,,,140.54,,,,,11/28/18 11:00,10.28
H202014127676     ,2018/11/28 11:15,35.07,,,,140.29,,,,,11/28/18 11:15,10.63
H202014127676     ,2018/11/28 11:30,35.2,,,,140.8,,,,,11/28/18 11:30,11.02
H202014127676     ,2018/11/28 11:45,34.43,,,,137.73,,,,,11/28/18 11:45,11.2
H202014127676     ,2018/11/28 12:00,37.06,,,,148.22,,,,,11/28/18 12:00,11.25
H202014127676     ,2018/11/28 12:15,35.94,,,,143.74,,,,,11/28/18 12:15,11.41
H202014127676     ,2018/11/28 12:30,35.97,,,,143.87,,,,,11/28/18 12:30,11.4
H202014127676     ,2018/11/28 12:45,37.06,,,,148.22,,,,,11/28/18 12:45,11.36
H202014127676     ,2018/11/28 13:00,37.34,,,,149.38,,,,,11/28/18 13:00,11.31
H202014127676     ,2018/11/28 13:15,37.38,,,,149.5,,,,,11/28/18 13:15,11.23
H202014127676     ,2018/11/28 13:30,37.34,,,,149.38,,,,,11/28/18 13:30,11.03
H202014127676     ,2018/11/28 13:45,37.89,,,,151.55,,,,,11/28/18 13:45,10.84
H202014127676     ,2018/11/28 14:00,38.59,,,,154.37,,,,,11/28/18 14:00,10.57
H202014127676     ,2018/11/28 14:15,37.73,,,,150.91,,,,,11/28/18 14:15,10.17
H202014127676     ,2018/11/28 14:30,37.47,,,,149.89,,,,,11/28/18 14:30,9.69
H202014127676     ,2018/11/28 14:45,41.15,,,,164.61,,,,,11/28/18 14:45,9.23
H202014127676     ,2018/11/28 15:00,41.73,,,,166.91,,,,,11/28/18 15:00,8.7
H202014127676     ,2018/11/28 15:15,41.47,,,,165.89,,,,,11/28/18 15:15,8.12
H202014127676     ,2018/11/28 15:30,41.38,,,,165.5,,,,,11/28/18 15:30,7.43
H202014127676     ,2018/11/28 15:45,41.18,,,,164.74,,,,,11/28/18 15:45,6.68
H202014127676     ,2018/11/28 16:00,41.44,,,,165.76,,,,,11/28/18 16:00,5.96
H202014127676     ,2018/11/28 16:15,40.96,,,,163.84,,,,,11/28/18 16:15,5.2
H202014127676     ,2018/11/28 16:30,40.8,,,,163.2,,,,,11/28/18 16:30,4.41
H202014127676     ,2018/11/28 16:45,40.58,,,,162.3,,,,,11/28/18 16:45,3.53
H202014127676     ,2018/11/28 17:00,40.32,,,,161.28,,,,,11/28/18 17:00,2.33
H202014127676     ,2018/11/28 17:15,40.64,,,,162.56,,,,,11/28/18 17:15,1.25
H202014127676     ,2018/11/28 17:30,40.22,,,,160.9,,,,,11/28/18 17:30,0.5
H202014127676     ,2018/11/28 17:45,40.26,,,,161.02,,,,,11/28/18 17:45,0.1
H202014127676     ,2018/11/28 18:00,40.48,,,,161.92,,,,,11/28/18 18:00,0.01
H202014127676     ,2018/11/28 18:15,40.06,,,,160.26,,,,,11/28/18 18:15,0.01
H202014127676     ,2018/11/28 18:30,40.29,,,,161.15,,,,,11/28/18 18:30,0.01
H202014127676     ,2018/11/28 18:45,40.19,,,,160.77,,,,,11/28/18 18:45,0.01
H202014127676     ,2018/11/28 19:00,40.06,,,,160.26,,,,,11/28/18 19:00,0.01
H202014127676     ,2018/11/28 19:15,40.16,,,,160.64,,,,,11/28/18 19:15,0.01
H202014127676     ,2018/11/28 19:30,40,,,,160,,,,,11/28/18 19:30,0.01
H202014127676     ,2018/11/28 19:45,40.06,,,,160.26,,,,,11/28/18 19:45,0.01
H202014127676     ,2018/11/28 20:00,39.97,,,,159.87,,,,,11/28/18 20:00,0.01
H202014127676     ,2018/11/28 20:15,39.97,,,,159.87,,,,,11/28/18 20:15,0.01
H202014127676     ,2018/11/28 20:30,40.06,,,,160.26,,,,,11/28/18 20:30,0.01
H202014127676     ,2018/11/28 20:45,39.81,,,,159.23,,,,,11/28/18 20:45,0.01
H202014127676     ,2018/11/28 21:00,39.9,,,,159.62,,,,,11/28/18 21:00,0.01
H202014127676     ,2018/11/28 21:15,40.03,,,,160.13,,,,,11/28/18 21:15,0.01
H202014127676     ,2018/11/28 21:30,39.71,,,,158.85,,,,,11/28/18 21:30,0.01
H202014127676     ,2018/11/28 21:45,39.9,,,,159.62,,,,,11/28/18 21:45,0.01
H202014127676     ,2018/11/28 22:00,39.9,,,,159.62,,,,,11/28/18 22:00,0.01
H202014127676     ,2018/11/28 22:15,40.19,,,,160.77,,,,,11/28/18 22:15,0.01
H202014127676     ,2018/11/28 22:30,39.84,,,,159.36,,,,,11/28/18 22:30,0.01
H202014127676     ,2018/11/28 22:45,39.74,,,,158.98,,,,,11/28/18 22:45,0.01
H202014127676     ,2018/11/28 23:00,39.58,,,,158.34,,,,,11/28/18 23:00,0.01
H202014127676     ,2018/11/28 23:15,39.78,,,,159.1,,,,,11/28/18 23:15,0.01
H202014127676     ,2018/11/28 23:30,40.03,,,,160.13,,,,,11/28/18 23:30,0.01
H202014127676     ,2018/11/28 23:45,39.78,,,,159.1,,,,,11/28/18 23:45,0.01
H202014127676     ,2018/11/29 0:00,39.9,,,,159.62,,,,,11/29/18 0:00,0.01
H202014127676     ,2018/11/29 0:15,39.65,,,,158.59,,,,,11/29/18 0:15,0.01
H202014127676     ,2018/11/29 0:30,39.81,,,,159.23,,,,,11/29/18 0:30,0.01
H202014127676     ,2018/11/29 0:45,39.71,,,,158.85,,,,,11/29/18 0:45,0.01
H202014127676     ,2018/11/29 1:00,39.74,,,,158.98,,,,,11/29/18 1:00,0.01
H202014127676     ,2018/11/29 1:15,39.97,,,,159.87,,,,,11/29/18 1:15,0.01
H202014127676     ,2018/11/29 1:30,39.62,,,,158.46,,,,,11/29/18 1:30,0.01
H202014127676     ,2018/11/29 1:45,39.74,,,,158.98,,,,,11/29/18 1:45,0.01
H202014127676     ,2018/11/29 2:00,39.74,,,,158.98,,,,,11/29/18 2:00,0.01
H202014127676     ,2018/11/29 2:15,39.62,,,,158.46,,,,,11/29/18 2:15,0.01
H202014127676     ,2018/11/29 2:30,39.52,,,,158.08,,,,,11/29/18 2:30,0.01
H202014127676     ,2018/11/29 2:45,39.26,,,,157.06,,,,,11/29/18 2:45,0.01
H202014127676     ,2018/11/29 3:00,39.52,,,,158.08,,,,,11/29/18 3:00,0.01
H202014127676     ,2018/11/29 3:15,39.3,,,,157.18,,,,,11/29/18 3:15,0.01
H202014127676     ,2018/11/29 3:30,39.39,,,,157.57,,,,,11/29/18 3:30,0.01
H202014127676     ,2018/11/29 3:45,39.3,,,,157.18,,,,,11/29/18 3:45,0.01
H202014127676     ,2018/11/29 4:00,39.14,,,,156.54,,,,,11/29/18 4:00,0.01
H202014127676     ,2018/11/29 4:15,39.2,,,,156.8,,,,,11/29/18 4:15,0.01
H202014127676     ,2018/11/29 4:30,39.17,,,,156.67,,,,,11/29/18 4:30,0.01
H202014127676     ,2018/11/29 4:45,39.04,,,,156.16,,,,,11/29/18 4:45,0.01
H202014127676     ,2018/11/29 5:00,38.82,,,,155.26,,,,,11/29/18 5:00,0.01
H202014127676     ,2018/11/29 5:15,39.33,,,,157.31,,,,,11/29/18 5:15,0.01
H202014127676     ,2018/11/29 5:30,39.58,,,,158.34,,,,,11/29/18 5:30,0.01
H202014127676     ,2018/11/29 5:45,39.65,,,,158.59,,,,,11/29/18 5:45,0.01
H202014127676     ,2018/11/29 6:00,39.65,,,,158.59,,,,,11/29/18 6:00,0.01
H202014127676     ,2018/11/29 6:15,39.74,,,,158.98,,,,,11/29/18 6:15,0.01
H202014127676     ,2018/11/29 6:30,39.01,,,,156.03,,,,,11/29/18 6:30,0.01
H202014127676     ,2018/11/29 6:45,36.58,,,,146.3,,,,,11/29/18 6:45,0.01
H202014127676     ,2018/11/29 7:00,36.32,,,,145.28,,,,,11/29/18 7:00,0.01
H202014127676     ,2018/11/29 7:15,35.49,,,,141.95,,,,,11/29/18 7:15,0.11
H202014127676     ,2018/11/29 7:30,35.94,,,,143.74,,,,,11/29/18 7:30,0.6
H202014127676     ,2018/11/29 7:45,41.47,,,,165.89,,,,,11/29/18 7:45,1.27
H202014127676     ,2018/11/29 8:00,35.62,,,,142.46,,,,,11/29/18 8:00,1.93
H202014127676     ,2018/11/29 8:15,36.7,,,,146.82,,,,,11/29/18 8:15,2.86
H202014127676     ,2018/11/29 8:30,37.98,,,,151.94,,,,,11/29/18 8:30,3.64
H202014127676     ,2018/11/29 8:45,38.85,,,,155.39,,,,,11/29/18 8:45,4.59
H202014127676     ,2018/11/29 9:00,38.88,,,,155.52,,,,,11/29/18 9:00,5.36
H202014127676     ,2018/11/29 9:15,39.07,,,,156.29,,,,,11/29/18 9:15,6.19
H202014127676     ,2018/11/29 9:30,39.17,,,,156.67,,,,,11/29/18 9:30,6.99
H202014127676     ,2018/11/29 9:45,40.77,,,,163.07,,,,,11/29/18 9:45,7.74
H202014127676     ,2018/11/29 10:00,40.19,,,,160.77,,,,,11/29/18 10:00,8.4
H202014127676     ,2018/11/29 10:15,40.26,,,,161.02,,,,,11/29/18 10:15,8.99
H202014127676     ,2018/11/29 10:30,40.16,,,,160.64,,,,,11/29/18 10:30,9.46
H202014127676     ,2018/11/29 10:45,39.9,,,,159.62,,,,,11/29/18 10:45,9.85
H202014127676     ,2018/11/29 11:00,37.92,,,,151.68,,,,,11/29/18 11:00,10.2
H202014127676     ,2018/11/29 11:15,38.4,,,,153.6,,,,,11/29/18 11:15,10.45
H202014127676     ,2018/11/29 11:30,39.42,,,,157.7,,,,,11/29/18 11:30,10.71
H202014127676     ,2018/11/29 11:45,39.23,,,,156.93,,,,,11/29/18 11:45,10.9
H202014127676     ,2018/11/29 12:00,39.2,,,,156.8,,,,,11/29/18 12:00,10.97
H202014127676     ,2018/11/29 12:15,39.33,,,,157.31,,,,,11/29/18 12:15,11.05
H202014127676     ,2018/11/29 12:30,39.65,,,,158.59,,,,,11/29/18 12:30,11.12
H202014127676     ,2018/11/29 12:45,39.26,,,,157.06,,,,,11/29/18 12:45,11.19
H202014127676     ,2018/11/29 13:00,40.83,,,,163.33,,,,,11/29/18 13:00,11.12
H202014127676     ,2018/11/29 13:15,40.8,,,,163.2,,,,,11/29/18 13:15,11.04
H202014127676     ,2018/11/29 13:30,40.45,,,,161.79,,,,,11/29/18 13:30,10.79
H202014127676     ,2018/11/29 13:45,38.46,,,,153.86,,,,,11/29/18 13:45,10.62
H202014127676     ,2018/11/29 14:00,39.58,,,,158.34,,,,,11/29/18 14:00,10.28
H202014127676     ,2018/11/29 14:15,41.47,,,,165.89,,,,,11/29/18 14:15,9.94
H202014127676     ,2018/11/29 14:30,41.63,,,,166.53,,,,,11/29/18 14:30,9.49
H202014127676     ,2018/11/29 14:45,42.24,,,,168.96,,,,,11/29/18 14:45,9.04
H202014127676     ,2018/11/29 15:00,43.9,,,,175.62,,,,,11/29/18 15:00,8.56
H202014127676     ,2018/11/29 15:15,43.94,,,,175.74,,,,,11/29/18 15:15,7.97
H202014127676     ,2018/11/29 15:30,43.81,,,,175.23,,,,,11/29/18 15:30,7.33
H202014127676     ,2018/11/29 15:45,44.13,,,,176.51,,,,,11/29/18 15:45,6.64
H202014127676     ,2018/11/29 16:00,43.87,,,,175.49,,,,,11/29/18 16:00,5.91
H202014127676     ,2018/11/29 16:15,43.71,,,,174.85,,,,,11/29/18 16:15,5.22
H202014127676     ,2018/11/29 16:30,43.81,,,,175.23,,,,,11/29/18 16:30,4.51
H202014127676     ,2018/11/29 16:45,43.58,,,,174.34,,,,,11/29/18 16:45,3.7
H202014127676     ,2018/11/29 17:00,43.81,,,,175.23,,,,,11/29/18 17:00,2.37
H202014127676     ,2018/11/29 17:15,43.81,,,,175.23,,,,,11/29/18 17:15,1.29
H202014127676     ,2018/11/29 17:30,43.3,,,,173.18,,,,,11/29/18 17:30,0.54
H202014127676     ,2018/11/29 17:45,43.14,,,,172.54,,,,,11/29/18 17:45,0.09
H202014127676     ,2018/11/29 18:00,43.23,,,,172.93,,,,,11/29/18 18:00,0.01
H202014127676     ,2018/11/29 18:15,43.04,,,,172.16,,,,,11/29/18 18:15,0.01
H202014127676     ,2018/11/29 18:30,42.66,,,,170.62,,,,,11/29/18 18:30,0.01
H202014127676     ,2018/11/29 18:45,42.59,,,,170.37,,,,,11/29/18 18:45,0.01
H202014127676     ,2018/11/29 19:00,42.75,,,,171.01,,,,,11/29/18 19:00,0.01
H202014127676     ,2018/11/29 19:15,42.72,,,,170.88,,,,,11/29/18 19:15,0.01
H202014127676     ,2018/11/29 19:30,42.59,,,,170.37,,,,,11/29/18 19:30,0.01
H202014127676     ,2018/11/29 19:45,42.78,,,,171.14,,,,,11/29/18 19:45,0.01
H202014127676     ,2018/11/29 20:00,42.56,,,,170.24,,,,,11/29/18 20:00,0.01
H202014127676     ,2018/11/29 20:15,42.59,,,,170.37,,,,,11/29/18 20:15,0.01
H202014127676     ,2018/11/29 20:30,42.5,,,,169.98,,,,,11/29/18 20:30,0.01
H202014127676     ,2018/11/29 20:45,42.85,,,,171.39,,,,,11/29/18 20:45,0.01
H202014127676     ,2018/11/29 21:00,42.4,,,,169.6,,,,,11/29/18 21:00,0.01
H202014127676     ,2018/11/29 21:15,42.43,,,,169.73,,,,,11/29/18 21:15,0.01
H202014127676     ,2018/11/29 21:30,42.56,,,,170.24,,,,,11/29/18 21:30,0.01
H202014127676     ,2018/11/29 21:45,42.18,,,,168.7,,,,,11/29/18 21:45,0.01
H202014127676     ,2018/11/29 22:00,42.18,,,,168.7,,,,,11/29/18 22:00,0.01
H202014127676     ,2018/11/29 22:15,42.34,,,,169.34,,,,,11/29/18 22:15,0.01
H202014127676     ,2018/11/29 22:30,42.18,,,,168.7,,,,,11/29/18 22:30,0.01
H202014127676     ,2018/11/29 22:45,42.05,,,,168.19,,,,,11/29/18 22:45,0.01
H202014127676     ,2018/11/29 23:00,42.08,,,,168.32,,,,,11/29/18 23:00,0.01
H202014127676     ,2018/11/29 23:15,42.18,,,,168.7,,,,,11/29/18 23:15,0.01
H202014127676     ,2018/11/29 23:30,42.21,,,,168.83,,,,,11/29/18 23:30,0.01
H202014127676     ,2018/11/29 23:45,42.02,,,,168.06,,,,,11/29/18 23:45,0.01
H202014127676     ,2018/11/30 0:00,42.14,,,,168.58,,,,,11/30/18 0:00,0.01
H202014127676     ,2018/11/30 0:15,42.14,,,,168.58,,,,,11/30/18 0:15,0.01
H202014127676     ,2018/11/30 0:30,41.98,,,,167.94,,,,,11/30/18 0:30,0.01
H202014127676     ,2018/11/30 0:45,42.21,,,,168.83,,,,,11/30/18 0:45,0.01
H202014127676     ,2018/11/30 1:00,42.21,,,,168.83,,,,,11/30/18 1:00,0.01
H202014127676     ,2018/11/30 1:15,41.98,,,,167.94,,,,,11/30/18 1:15,0.01
H202014127676     ,2018/11/30 1:30,42.05,,,,168.19,,,,,11/30/18 1:30,0.01
H202014127676     ,2018/11/30 1:45,42.05,,,,168.19,,,,,11/30/18 1:45,0.01
H202014127676     ,2018/11/30 2:00,42.02,,,,168.06,,,,,11/30/18 2:00,0.01
H202014127676     ,2018/11/30 2:15,41.82,,,,167.3,,,,,11/30/18 2:15,0.01
H202014127676     ,2018/11/30 2:30,41.82,,,,167.3,,,,,11/30/18 2:30,0.01
H202014127676     ,2018/11/30 2:45,41.86,,,,167.42,,,,,11/30/18 2:45,0.01
H202014127676     ,2018/11/30 3:00,41.31,,,,165.25,,,,,11/30/18 3:00,0.01
H202014127676     ,2018/11/30 3:15,41.34,,,,165.38,,,,,11/30/18 3:15,0.01
H202014127676     ,2018/11/30 3:30,41.34,,,,165.38,,,,,11/30/18 3:30,0.01
H202014127676     ,2018/11/30 3:45,41.38,,,,165.5,,,,,11/30/18 3:45,0.01
H202014127676     ,2018/11/30 4:00,41.31,,,,165.25,,,,,11/30/18 4:00,0.01
H202014127676     ,2018/11/30 4:15,41.44,,,,165.76,,,,,11/30/18 4:15,0.01
H202014127676     ,2018/11/30 4:30,41.5,,,,166.02,,,,,11/30/18 4:30,0.01
H202014127676     ,2018/11/30 4:45,41.44,,,,165.76,,,,,11/30/18 4:45,0.01
H202014127676     ,2018/11/30 5:00,41.86,,,,167.42,,,,,11/30/18 5:00,0.01
H202014127676     ,2018/11/30 5:15,41.86,,,,167.42,,,,,11/30/18 5:15,0.01
H202014127676     ,2018/11/30 5:30,41.7,,,,166.78,,,,,11/30/18 5:30,0.01
H202014127676     ,2018/11/30 5:45,41.95,,,,167.81,,,,,11/30/18 5:45,0.01
H202014127676     ,2018/11/30 6:00,41.7,,,,166.78,,,,,11/30/18 6:00,0.01
H202014127676     ,2018/11/30 6:15,41.89,,,,167.55,,,,,11/30/18 6:15,0.01
H202014127676     ,2018/11/30 6:30,41.47,,,,165.89,,,,,11/30/18 6:30,0.01
H202014127676     ,2018/11/30 6:45,36.61,,,,146.43,,,,,11/30/18 6:45,0.01
H202014127676     ,2018/11/30 7:00,35.87,,,,143.49,,,,,11/30/18 7:00,0.01
H202014127676     ,2018/11/30 7:15,34.85,,,,139.39,,,,,11/30/18 7:15,0.14
H202014127676     ,2018/11/30 7:30,36.22,,,,144.9,,,,,11/30/18 7:30,0.56
H202014127676     ,2018/11/30 7:45,43.78,,,,175.1,,,,,11/30/18 7:45,1.24
H202014127676     ,2018/11/30 8:00,41.82,,,,167.3,,,,,11/30/18 8:00,1.93
H202014127676     ,2018/11/30 8:15,37.44,,,,149.76,,,,,11/30/18 8:15,2.77
H202014127676     ,2018/11/30 8:30,37.06,,,,148.22,,,,,11/30/18 8:30,3.56
H202014127676     ,2018/11/30 8:45,34.37,,,,137.47,,,,,11/30/18 8:45,4.45
H202014127676     ,2018/11/30 9:00,33.66,,,,134.66,,,,,11/30/18 9:00,5.23
H202014127676     ,2018/11/30 9:15,33.92,,,,135.68,,,,,11/30/18 9:15,5.99
H202014127676     ,2018/11/30 9:30,36,,,,144,,,,,11/30/18 9:30,6.75
H202014127676     ,2018/11/30 9:45,36.67,,,,146.69,,,,,11/30/18 9:45,7.49
H202014127676     ,2018/11/30 10:00,36.9,,,,147.58,,,,,11/30/18 10:00,8.22
H202014127676     ,2018/11/30 10:15,36.51,,,,146.05,,,,,11/30/18 10:15,8.8
H202014127676     ,2018/11/30 10:30,36.8,,,,147.2,,,,,11/30/18 10:30,9.25
H202014127676     ,2018/11/30 10:45,37.5,,,,150.02,,,,,11/30/18 10:45,9.63
H202014127676     ,2018/11/30 11:00,38.34,,,,153.34,,,,,11/30/18 11:00,10.03
H202014127676     ,2018/11/30 11:15,37.54,,,,150.14,,,,,11/30/18 11:15,10.29
H202014127676     ,2018/11/30 11:30,37.63,,,,150.53,,,,,11/30/18 11:30,10.49
H202014127676     ,2018/11/30 11:45,37.66,,,,150.66,,,,,11/30/18 11:45,10.72
H202014127676     ,2018/11/30 12:00,37.47,,,,149.89,,,,,11/30/18 12:00,10.77
H202014127676     ,2018/11/30 12:15,38.05,,,,152.19,,,,,11/30/18 12:15,10.87
H202014127676     ,2018/11/30 12:30,38.24,,,,152.96,,,,,11/30/18 12:30,11.03
H202014127676     ,2018/11/30 12:45,37.79,,,,151.17,,,,,11/30/18 12:45,8.66
H202014127676     ,2018/11/30 13:00,37.66,,,,150.66,,,,,11/30/18 13:00,11.57
H202014127676     ,2018/11/30 13:15,37.76,,,,151.04,,,,,11/30/18 13:15,11.08
H202014127676     ,2018/11/30 13:30,37.6,,,,150.4,,,,,11/30/18 13:30,10.78
H202014127676     ,2018/11/30 13:45,37.66,,,,150.66,,,,,11/30/18 13:45,11.03
H202014127676     ,2018/11/30 14:00,38.82,,,,155.26,,,,,11/30/18 14:00,9.19
H202014127676     ,2018/11/30 14:15,38.37,,,,153.47,,,,,11/30/18 14:15,9.82
H202014127676     ,2018/11/30 14:30,37.86,,,,151.42,,,,,11/30/18 14:30,9.39
H202014127676     ,2018/11/30 14:45,38.4,,,,153.6,,,,,11/30/18 14:45,9.05
H202014127676     ,2018/11/30 15:00,41.86,,,,167.42,,,,,11/30/18 15:00,8.84
H202014127676     ,2018/11/30 15:15,41.82,,,,167.3,,,,,11/30/18 15:15,8.09
H202014127676     ,2018/11/30 15:30,41.06,,,,164.22,,,,,11/30/18 15:30,7.55
H202014127676     ,2018/11/30 15:45,40.93,,,,163.71,,,,,11/30/18 15:45,6.62
H202014127676     ,2018/11/30 16:00,40.83,,,,163.33,,,,,11/30/18 16:00,5.82
H202014127676     ,2018/11/30 16:15,40.9,,,,163.58,,,,,11/30/18 16:15,5.07
H202014127676     ,2018/11/30 16:30,40.8,,,,163.2,,,,,11/30/18 16:30,4.37
H202014127676     ,2018/11/30 16:45,40.9,,,,163.58,,,,,11/30/18 16:45,4.06
H202014127676     ,2018/11/30 17:00,40.8,,,,163.2,,,,,11/30/18 17:00,2.6
H202014127676     ,2018/11/30 17:15,40.9,,,,163.58,,,,,11/30/18 17:15,1.22
H202014127676     ,2018/11/30 17:30,40.7,,,,162.82,,,,,11/30/18 17:30,0.44
H202014127676     ,2018/11/30 17:45,40.38,,,,161.54,,,,,11/30/18 17:45,0.11
H202014127676     ,2018/11/30 18:00,40.19,,,,160.77,,,,,11/30/18 18:00,0.01
H202014127676     ,2018/11/30 18:15,40.38,,,,161.54,,,,,11/30/18 18:15,0.01
H202014127676     ,2018/11/30 18:30,40.22,,,,160.9,,,,,11/30/18 18:30,0.01
H202014127676     ,2018/11/30 18:45,40.29,,,,161.15,,,,,11/30/18 18:45,0.01
H202014127676     ,2018/11/30 19:00,40.06,,,,160.26,,,,,11/30/18 19:00,0.01
H202014127676     ,2018/11/30 19:15,40.13,,,,160.51,,,,,11/30/18 19:15,0.01
H202014127676     ,2018/11/30 19:30,39.97,,,,159.87,,,,,11/30/18 19:30,0.01
H202014127676     ,2018/11/30 19:45,40.35,,,,161.41,,,,,11/30/18 19:45,0.01
H202014127676     ,2018/11/30 20:00,40.03,,,,160.13,,,,,11/30/18 20:00,0.01
H202014127676     ,2018/11/30 20:15,40.13,,,,160.51,,,,,11/30/18 20:15,0.01
H202014127676     ,2018/11/30 20:30,40,,,,160,,,,,11/30/18 20:30,0.01
H202014127676     ,2018/11/30 20:45,39.9,,,,159.62,,,,,11/30/18 20:45,0.01
H202014127676     ,2018/11/30 21:00,40.03,,,,160.13,,,,,11/30/18 21:00,0.01
H202014127676     ,2018/11/30 21:15,40.06,,,,160.26,,,,,11/30/18 21:15,0.01
H202014127676     ,2018/11/30 21:30,40.19,,,,160.77,,,,,11/30/18 21:30,0.01
H202014127676     ,2018/11/30 21:45,39.94,,,,159.74,,,,,11/30/18 21:45,0.01
H202014127676     ,2018/11/30 22:00,40.06,,,,160.26,,,,,11/30/18 22:00,0.01
H202014127676     ,2018/11/30 22:15,39.97,,,,159.87,,,,,11/30/18 22:15,0.01
H202014127676     ,2018/11/30 22:30,39.9,,,,159.62,,,,,11/30/18 22:30,0.01
H202014127676     ,2018/11/30 22:45,39.71,,,,158.85,,,,,11/30/18 22:45,0.01
H202014127676     ,2018/11/30 23:00,39.55,,,,158.21,,,,,11/30/18 23:00,0.01
H202014127676     ,2018/11/30 23:15,39.55,,,,158.21,,,,,11/30/18 23:15,0.01
H202014127676     ,2018/11/30 23:30,39.94,,,,159.74,,,,,11/30/18 23:30,0.01
H202014127676     ,2018/11/30 23:45,39.87,,,,159.49,,,,,11/30/18 23:45,0.01
H202014127676     ,2018/12/01 0:00,39.84,,,,159.36,,,,,12/1/18 0:00,0.01
H202014127676     ,2018/12/01 0:15,39.9,,,,159.62,,,,,12/1/18 0:15,0.01
H202014127676     ,2018/12/01 0:30,39.9,,,,159.62,,,,,12/1/18 0:30,0.01
H202014127676     ,2018/12/01 0:45,39.84,,,,159.36,,,,,12/1/18 0:45,0.01
H202014127676     ,2018/12/01 1:00,39.87,,,,159.49,,,,,12/1/18 1:00,0.01
H202014127676     ,2018/12/01 1:15,39.9,,,,159.62,,,,,12/1/18 1:15,0.01
H202014127676     ,2018/12/01 1:30,39.97,,,,159.87,,,,,12/1/18 1:30,0.01
H202014127676     ,2018/12/01 1:45,39.94,,,,159.74,,,,,12/1/18 1:45,0.01
H202014127676     ,2018/12/01 2:00,40.38,,,,161.54,,,,,12/1/18 2:00,0.01
H202014127676     ,2018/12/01 2:15,40.22,,,,160.9,,,,,12/1/18 2:15,0.01
H202014127676     ,2018/12/01 2:30,40.06,,,,160.26,,,,,12/1/18 2:30,0.01
H202014127676     ,2018/12/01 2:45,39.9,,,,159.62,,,,,12/1/18 2:45,0.01
H202014127676     ,2018/12/01 3:00,39.97,,,,159.87,,,,,12/1/18 3:00,0.01
H202014127676     ,2018/12/01 3:15,39.84,,,,159.36,,,,,12/1/18 3:15,0.01
H202014127676     ,2018/12/01 3:30,39.81,,,,159.23,,,,,12/1/18 3:30,0.01
H202014127676     ,2018/12/01 3:45,39.65,,,,158.59,,,,,12/1/18 3:45,0.01
H202014127676     ,2018/12/01 4:00,39.81,,,,159.23,,,,,12/1/18 4:00,0.01
H202014127676     ,2018/12/01 4:15,39.78,,,,159.1,,,,,12/1/18 4:15,0.01
H202014127676     ,2018/12/01 4:30,39.65,,,,158.59,,,,,12/1/18 4:30,0.01
H202014127676     ,2018/12/01 4:45,39.58,,,,158.34,,,,,12/1/18 4:45,0.01
H202014127676     ,2018/12/01 5:00,39.46,,,,157.82,,,,,12/1/18 5:00,0.01
H202014127676     ,2018/12/01 5:15,39.71,,,,158.85,,,,,12/1/18 5:15,0.01
H202014127676     ,2018/12/01 5:30,39.97,,,,159.87,,,,,12/1/18 5:30,0.01
H202014127676     ,2018/12/01 5:45,40.32,,,,161.28,,,,,12/1/18 5:45,0.01
H202014127676     ,2018/12/01 6:00,40.51,,,,162.05,,,,,12/1/18 6:00,0.01
H202014127676     ,2018/12/01 6:15,40.51,,,,162.05,,,,,12/1/18 6:15,0.01
H202014127676     ,2018/12/01 6:30,40.13,,,,160.51,,,,,12/1/18 6:30,0.01
H202014127676     ,2018/12/01 6:45,38.11,,,,152.45,,,,,12/1/18 6:45,0.01
H202014127676     ,2018/12/01 7:00,36.19,,,,144.77,,,,,12/1/18 7:00,0.01
H202014127676     ,2018/12/01 7:15,39.74,,,,158.98,,,,,12/1/18 7:15,0.15
H202014127676     ,2018/12/01 7:30,41.73,,,,166.91,,,,,12/1/18 7:30,0.56
